,business_status,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,tag,price_level,results
80,CLOSED_TEMPORARILY,"Goa University Road Bambolim Beach, Bambolim, Goa 403206, India","{'location': {'lat': 15.4476911, 'lng': 73.85423999999999}, 'viewport': {'northeast': {'lat': 15.44904337989272, 'lng': 73.85569467989274}, 'southwest': {'lat': 15.44634372010728, 'lng': 73.85299502010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,1b7141567233c3583c9eb69887042a643e6e46c0,Bambolim Beach Resort,,"[{'height': 593, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114017680906925629153"">Bambolim Beach Resort</a>'], 'photo_reference': 'CmRaAAAAXBSamY6M9RSfXGDfHn-T3OlVL_1BGHjXDKX-aED6U6VQOhsougzw0vsCL1K_MrJO-tlGNLySQMM2xVI-uXWXh3PGgBanYMOtT4EGT7IXx6LWPLH8Th8oGWsnHzLrTTpyEhCd1p_z3y5X6qKL_Gic1grLGhRDq2Yec820mRSN4mZOZzg3jlze6Q', 'width': 1024}]",ChIJRRIm0bq4vzsRL-mJpmexnEs,"{'compound_code': 'CVX3+3M Bambolim, Goa', 'global_code': '7J7MCVX3+3M'}",3.9,ChIJRRIm0bq4vzsRL-mJpmexnEs,"['lodging', 'point_of_interest', 'establishment']",1237,TRUE,lodging,,
81,OPERATIONAL,"H.No.119A, P.O.Piedade, Goddar, Divar Island, Goa 403403, India","{'location': {'lat': 15.531811, 'lng': 73.911782}, 'viewport': {'northeast': {'lat': 15.53313122989272, 'lng': 73.91301872989273}, 'southwest': {'lat': 15.53043157010727, 'lng': 73.91031907010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0ed82dd8417d4deb222c65d2f0c62e9e8fcc1312,Moradia dos Quadros,{'open_now': True},"[{'height': 4480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108613349507721070833"">Moradia dos Quadros</a>'], 'photo_reference': 'CmRaAAAAv8aPyXafF6ZXkB4zFTnrCb8eC5xOpcC_H7SlGFdzv-nCULNlH7_pMwuUQjIeZ7er3WNorqtETODjk2ISplSLcX62a--Sli5pgQ6g-XmpgE-VB7CZGWRF7crxFStg1yMJEhD305MRTbu3Ed8r00reoHkRGhRRh7QYa1K6pc0Fepvh3aVb2jalkQ', 'width': 6720}]",ChIJKXUxO0C-vzsRTscnnP7gybI,"{'compound_code': 'GWJ6+PP Piedade, Goa', 'global_code': '7J7MGWJ6+PP'}",4.9,ChIJKXUxO0C-vzsRTscnnP7gybI,"['lodging', 'health', 'point_of_interest', 'establishment']",198,,lodging,,
82,OPERATIONAL,"Kadamba Plateau, Panjim, Old Goa Rd, Goa Velha, Goa 403402, India","{'location': {'lat': 15.4864399, 'lng': 73.90320299999999}, 'viewport': {'northeast': {'lat': 15.48792782989272, 'lng': 73.90444962989271}, 'southwest': {'lat': 15.48522817010728, 'lng': 73.90174997010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,be83299e8f300ccc1b3bd1baeb056e0fd302a032,The Fern Kadamba,{'open_now': True},"[{'height': 1242, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105412764299175138206"">A Google User</a>'], 'photo_reference': 'CmRaAAAAtI1F49P9x2aImafghCiTDA46lPNrWtcFrESzNeO7gRtVhqGvqwWczhOx_9QWcO9SGxIRL73laoMkDHTq2mciMmNZxYdVObZtVRigWAHQLWkvHe6m1MeYl0FllzgshRSUEhCBwen8fTEnhBC5R1bWSLLTGhQg5VUkhIK7QqgFNfcOYMCCsVMeqA', 'width': 3374}]",ChIJ4ex6i8K-vzsRUz4T7dZynwI,"{'compound_code': 'FWP3+H7 Goa Velha, Goa', 'global_code': '7J7MFWP3+H7'}",4.2,ChIJ4ex6i8K-vzsRUz4T7dZynwI,"['lodging', 'point_of_interest', 'establishment']",2077,,lodging,,
83,OPERATIONAL,"H. No 130, Portais Chimabel, Ribandar, Goa 403006, India","{'location': {'lat': 15.4982536, 'lng': 73.8638746}, 'viewport': {'northeast': {'lat': 15.49955692989272, 'lng': 73.86520447989272}, 'southwest': {'lat': 15.49685727010728, 'lng': 73.86250482010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,d1feb9e9948b6672c306a842c0bd1fa33fdcc9b4,Serene Waters Goa,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100256159915803994929"">A Google User</a>'], 'photo_reference': 'CmRaAAAA_e9wHGGpSAXyo_nACHgmyjTfBVTCO9cIFc-ObeqAGTQ0ylHvLo-Qm5zrcCiZ_u-YwgYBMpb1X7Pys6MBg1lqsdc89oWp18hzzQUe1NqxfSh85-ETZ-hLCO8HkWrw2qYwEhCYVnb7FRolJQlenOEVg9L3GhSR2B2EZ45xNVYPesLwNipwgjsUfw', 'width': 1920}]",ChIJO6lO7HK_vzsRndAkHG9Phxk,"{'compound_code': 'FVX7+8G Ribandar, Goa', 'global_code': '7J7MFVX7+8G'}",4.2,ChIJO6lO7HK_vzsRndAkHG9Phxk,"['lodging', 'point_of_interest', 'establishment']",201,,lodging,,
84,OPERATIONAL,"D-69/4/5 After Gandhi Circle, Before Church of Our Lady of Mount, Ella, Goa 403402, India","{'location': {'lat': 15.4392586, 'lng': 73.89776900000001}, 'viewport': {'northeast': {'lat': 15.44080382989272, 'lng': 73.89905967989273}, 'southwest': {'lat': 15.43810417010728, 'lng': 73.89636002010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,94b534729ba643e06387f19b247bad2601195933,The Postcard Velha,{'open_now': True},"[{'height': 3307, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104245298315847224271"">Champakali- Luxury Villas in Goa</a>'], 'photo_reference': 'CmRaAAAAKgdf1kbmlHl42ceEbvxCyD_5Ny-eS7XNPFBz-Sb69hku9sD2e1USHrZ-yNtUtGLNsWTSxRaUDFlObV6JWFLKbAwJD2umNkbMulE28HgmNzYC_IERKjMjpne-Wow89BuLEhBOoHRG6_-k8NahMUDYSFHsGhRX5A6s6aqDC2i5oXynrSh5t5l7CA', 'width': 5928}]",ChIJpe6VLY6-vzsR_hvfhaJHio4,"{'compound_code': 'CVQX+P4 Ella, Goa', 'global_code': '7J7MCVQX+P4'}",4.7,ChIJpe6VLY6-vzsR_hvfhaJHio4,"['lodging', 'point_of_interest', 'establishment']",63,,lodging,,
85,CLOSED_TEMPORARILY,"No. 45, Piedade, Goltim, Divar, Goa 403403, India","{'location': {'lat': 15.5232472, 'lng': 73.90062859999999}, 'viewport': {'northeast': {'lat': 15.52464112989272, 'lng': 73.90196087989271}, 'southwest': {'lat': 15.52194147010728, 'lng': 73.89926122010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,0b6da955347373bc401c7654981a5834c0de7f3b,Island House Goa,,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110409464110822308510"">A Google User</a>'], 'photo_reference': 'CmRaAAAAsmX6UycWOe2nwSFixx5BLYJzW_uQ4vsUSPpN3ssz19DRY2fBD0Vbl62TFi7rXVPVSmPNVNoZUBMLpcm6yLb5wy_EsCJFawdh7Hp7n0ExQG6qs8IXZ17LMp4SvlODIYoJEhBtvR_nxI6u2ZtHUBigPStgGhTEPnAACdj3VMYD00kFEb4Wc9SPqg', 'width': 2048}]",ChIJu1gNpk--vzsR1DMHRCtbyh0,"{'compound_code': 'GWF2+77 Piedade, Goa', 'global_code': '7J7MGWF2+77'}",4.7,ChIJu1gNpk--vzsR1DMHRCtbyh0,"['lodging', 'point_of_interest', 'establishment']",108,TRUE,lodging,,
86,OPERATIONAL,"PERI BHAT PERI BHAT, NH4 HIGHWAY, ELA, Old Goa, Goa Velha, Goa 403404, India","{'location': {'lat': 15.5000699, 'lng': 73.9136616}, 'viewport': {'northeast': {'lat': 15.50142377989272, 'lng': 73.91496952989272}, 'southwest': {'lat': 15.49872412010728, 'lng': 73.91226987010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,9dcc7232e9616ad23014c2d80147b3bec4904f71,HOSPITALITY INN GOA,,,ChIJVVWVXo2-vzsRBZZ4etXoEHQ,,5,ChIJVVWVXo2-vzsRBZZ4etXoEHQ,"['lodging', 'point_of_interest', 'establishment']",1,,lodging,,
87,CLOSED_TEMPORARILY,"Safa (Mulam/Mulla Family) Masjid Committe Shapur, Ponda, Goa 403401, India","{'location': {'lat': 15.4065636, 'lng': 73.9999756}, 'viewport': {'northeast': {'lat': 15.40792332989272, 'lng': 74.00132617989273}, 'southwest': {'lat': 15.40522367010728, 'lng': 73.99862652010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,de97fd9703671d7ae158d7c44250fea868191a03,Safa Masjid,,"[{'height': 3461, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108944413520611821974"">Abhijeet Patil</a>'], 'photo_reference': 'CmRaAAAADxS8Dish1XIpZ9lmE2V_51L7hC4_5uZ3kjDVGlyJK5A6wARQZyUFpZWEflQbe1plx0RscP1ihNSyFwHr8-c_-fkaNpYR3uDkM4629_X7fCcivbK6x6vx0qjuHrqRDIglEhBDWCBeGlnNIrrS6wbuY30ZGhQI3FUeO3qd47lQ5a640OZsvGFCDw', 'width': 4623}]",ChIJcQ-Ghuy6vzsRuM81ZARgpNw,"{'compound_code': 'CX4X+JX Ponda, Goa', 'global_code': '7J7MCX4X+JX'}",4.4,ChIJcQ-Ghuy6vzsRuM81ZARgpNw,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",548,TRUE,mosque,,
88,CLOSED_TEMPORARILY,"Dr Dada Vaidya Rd, Altinho, Panaji, Goa 403001, India","{'location': {'lat': 15.4979283, 'lng': 73.8283386}, 'viewport': {'northeast': {'lat': 15.49925187989272, 'lng': 73.82972767989273}, 'southwest': {'lat': 15.49655222010728, 'lng': 73.82702802010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,a8dea53b5b67f7f4ed3fb52debe345f4dc54c506,Jama Masjid,,"[{'height': 611, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115455835205284499877"">Irfan Pathan</a>'], 'photo_reference': 'CmRaAAAACQvb-ZW4qatAUPw-5NSJ-1DaFxKrdX712w18SyC43c3CeosnRg1CsiwaCuvZM8rzH0KdoJ_Wb_3p2C1WVUv5RTokl3eSuQ7zxbKKwig5MueWxUJKhEYWO6Dst-CvzN8vEhAnXVzQOZ8AUtQW4dRyXzc0GhQfuVa6kuegooZosjGHXjSzWA85mA', 'width': 661}]",ChIJ--EmFo_AvzsRm7arlr-51V0,"{'compound_code': 'FRXH+58 Altinho, Panaji, Goa', 'global_code': '7J7MFRXH+58'}",4.6,ChIJ--EmFo_AvzsRm7arlr-51V0,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",255,TRUE,mosque,,
89,CLOSED_TEMPORARILY,"Sabnis Valley, Penha de França, Goa 403501, India","{'location': {'lat': 15.548346, 'lng': 73.828976}, 'viewport': {'northeast': {'lat': 15.54949912989272, 'lng': 73.83034617989271}, 'southwest': {'lat': 15.54679947010728, 'lng': 73.82764652010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,1f57ba5ec369b52b0109626563a961957019eef9,Goa Bohra Masjid,,,ChIJt26JPB3AvzsRintRQ92yIJg,"{'compound_code': 'GRXH+8H Sabnis Valley, Penha de França, Goa', 'global_code': '7J7MGRXH+8H'}",4.4,ChIJt26JPB3AvzsRintRQ92yIJg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",19,TRUE,mosque,,
90,OPERATIONAL,"Xavier College Road, Near Housing Board, Dangui Colony, Ekta Nagar, Mapusa, Goa, 403507, India","{'location': {'lat': 15.596675, 'lng': 73.811787}, 'viewport': {'northeast': {'lat': 15.59789952989273, 'lng': 73.81299997989272}, 'southwest': {'lat': 15.59519987010728, 'lng': 73.81030032010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,d16f19445633fccea361b2a393c355c9a26fa915,Idgah Masjid مسجد,{'open_now': True},"[{'height': 1565, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115964791251527262786"">Anup Narvekar</a>'], 'photo_reference': 'CmRaAAAAOFGE6T6Cjw09qdFQPYH0BDC5jQI2583yJCuEC5Wr598Nqeyc6sDcG_iS-CeT-Il-v2NirX3txE2U-2nNcsfYYwW_8jdJQAJaZnG8w4A4HNaErfh3XZcZZp7LH0fLbibnEhDSH736K-ZyAVIxGm-y_SHzGhSfTrzXPM1QZs5uswTPLaac2DzH2g', 'width': 2689}]",ChIJWfGe2h3rvzsRxVaARUyTexw,"{'compound_code': 'HRW6+MP Mapusa, Goa', 'global_code': '7J7MHRW6+MP'}",4.5,ChIJWfGe2h3rvzsRxVaARUyTexw,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",162,,mosque,,
91,OPERATIONAL,"Alto- Betim Porvorim, Penha de França, Goa 403521, India","{'location': {'lat': 15.5147222, 'lng': 73.82666669999999}, 'viewport': {'northeast': {'lat': 15.51606787989272, 'lng': 73.82814092989273}, 'southwest': {'lat': 15.51336822010728, 'lng': 73.82544127010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,4a030853dfb2156229af02d1d9ede0e5c753ea60,Masjid E Hamza,,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116299657717435420032"">imtiyaz ahmad</a>'], 'photo_reference': 'CmRaAAAAQhU67SA-YVtyWDP4qC5hqs6RALDrUj_0urqyIEODakgos_s55dv5SABX9ptv0ZkCtitrSLGv-FDDOkbtwGK5eg194wAKFgIP0fP_ogUSh5FU7g8zOv40tGzeAOtlylqrEhAsLb2BnHOfcTwWBsaFZ17hGhQojdtX4gcIiXtdYZnLj7NtaOCD8Q', 'width': 5472}]",ChIJ191gmGXAvzsRComZ_ZPmocM,"{'compound_code': 'GR7G+VM Alto- Betim Porvorim, Penha de França, Goa', 'global_code': '7J7MGR7G+VM'}",4.8,ChIJ191gmGXAvzsRComZ_ZPmocM,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",210,,mosque,,
92,CLOSED_TEMPORARILY,"Chimbel, Goa 403006, India","{'location': {'lat': 15.4870274, 'lng': 73.87488359999999}, 'viewport': {'northeast': {'lat': 15.48826667989272, 'lng': 73.87612357989272}, 'southwest': {'lat': 15.48556702010728, 'lng': 73.87342392010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,c6cf02a4d3263f15f2ffe16832279bceef8d3d01,Chimbel Mosque,,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116313711526401159714"">A Google User</a>'], 'photo_reference': 'CmRaAAAAz0CIxfF-HmlvilGThpEM1kXNmWAKblvQ57rdgipD271siAqfuf8J1kGv2QMkaB7yJeZZ6S7722z62ud-fVWyIGCxOXkozU60GnbECWIKxE9bOnT_u251eaZLYfRnafeWEhBZAU2dPGnr9OIiA6k9YZWvGhTSex0_0E4TiRZBzcdMKG8zv2nnrg', 'width': 720}]",ChIJid3Ctxe_vzsR8Zr6BSxFv4c,"{'compound_code': 'FVPF+RX Chimbel, Goa', 'global_code': '7J7MFVPF+RX'}",4.7,ChIJid3Ctxe_vzsR8Zr6BSxFv4c,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",31,TRUE,mosque,,
93,CLOSED_TEMPORARILY,"Sanguem Rd, Muslimwada, Sanguem, Goa 403704, India","{'location': {'lat': 15.2290003, 'lng': 74.14979559999999}, 'viewport': {'northeast': {'lat': 15.23030412989272, 'lng': 74.15113327989272}, 'southwest': {'lat': 15.22760447010728, 'lng': 74.14843362010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,2e12885cf9768edd4ec3b0c73109e3e682146bd8,Jama Masjid,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103091223786725062506"">A Google User</a>'], 'photo_reference': 'CmRaAAAA6bNhpJiYOVLtJMBjfBglT0KO4iBXMAyv_n6V1B0lPZOJjX8rsu0By54GCGvkdGgJ0Kl8OjHYvVBtIr3dV9WZvdH96rYbqvUjixnuYPAXJEn4FXVfyZHk0RbEJnWC4Zf6EhDRfe0h_n6zyycAEItngYSnGhSkNGCOmmmR9RLssplkjWoAtgD7og', 'width': 3120}]",ChIJXee5GT-rvzsRpzKC3DcsTQE,"{'compound_code': '64HX+JW Sanguem, Goa', 'global_code': '7J7P64HX+JW'}",4.6,ChIJXee5GT-rvzsRpzKC3DcsTQE,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",29,TRUE,mosque,,
94,CLOSED_TEMPORARILY,"Vidhyanagar Colony, South Goa, Mormugao, Goa 403726, India","{'location': {'lat': 15.3911737, 'lng': 73.8602391}, 'viewport': {'northeast': {'lat': 15.39254652989272, 'lng': 73.86163417989272}, 'southwest': {'lat': 15.38984687010728, 'lng': 73.85893452010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,d7a9e1b0fc75f060a8e1740262209ac2072ca473,Masjid-e-Noor مسجد,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112513626974476171780"">ghouse pearl</a>'], 'photo_reference': 'CmRaAAAAH2FLOMoQs-SfwStdamlwFiGtI4aU4offC8pSWEJ1d-HeldQB5XrHbrea1W5SINMxL6PoytqgPPFeZh6QpDXHc20VvImFogA2qcnYzwwgPOQPPMBodPcV0nM5Ju0d4hfXEhCqhwZQf0yR3AyoJQ8yTF-WGhQ2s1n_Gc3I9XkLFO2s6M0niCKLpA', 'width': 4032}]",ChIJJQjkhRS4vzsRbE1XZZGha2o,"{'compound_code': '9VR6+F3 Mormugao, Goa', 'global_code': '7J7M9VR6+F3'}",4.6,ChIJJQjkhRS4vzsRbE1XZZGha2o,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",70,TRUE,mosque,,
95,CLOSED_TEMPORARILY,"Dr Gama Pinto Rd, behind Pharmacy College, Altinho, Panaji, Goa 403001, India","{'location': {'lat': 15.4944884, 'lng': 73.8222905}, 'viewport': {'northeast': {'lat': 15.49582627989272, 'lng': 73.82368487989272}, 'southwest': {'lat': 15.49312662010728, 'lng': 73.82098522010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,afabb033560f1ab7ef40c02a55df94a7a871244b,Masjid Palacio de goa,,,ChIJuxTOgQzBvzsRWJlvBE_xGnk,"{'compound_code': 'FRVC+QW Altinho, Panaji, Goa', 'global_code': '7J7MFRVC+QW'}",0,ChIJuxTOgQzBvzsRWJlvBE_xGnk,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",0,TRUE,mosque,,
96,CLOSED_TEMPORARILY,"Near Don Bosco High School, Panaji, Goa 403001, India","{'location': {'lat': 15.496817, 'lng': 73.8223671}, 'viewport': {'northeast': {'lat': 15.49819442989272, 'lng': 73.8236876298927}, 'southwest': {'lat': 15.49549477010728, 'lng': 73.82098797010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,359ac6c207477a8e664a494f0290c4d0edfae546,Masjid-e-Inaam مسجد,,"[{'height': 4248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116956428214301079969"">Muhammad Patel</a>'], 'photo_reference': 'CmRaAAAAtNichhXqVYYcgl5Sgv2MKd1O2mzyAs2keolEzVVurEWCfBxh_iFhCY56AoTgxXL-RgA82a6JbewICLq38zJgkylfleyLBG7xC9c3mkhL6YxWyG1enDv_r96MIbDspC6SEhD0QvxGu9bFMT7UKwuQ32USGhSO6cu8JLea_KFot5qpB8BfzayodA', 'width': 5664}]",ChIJjQ0WRIzAvzsRA9SpXHDsiE8,"{'compound_code': 'FRWC+PW Panaji, Goa', 'global_code': '7J7MFRWC+PW'}",4.5,ChIJjQ0WRIzAvzsRA9SpXHDsiE8,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",36,TRUE,mosque,,
97,CLOSED_TEMPORARILY,"Kazi Waza, Ponda, Goa 403401, India","{'location': {'lat': 15.4038134, 'lng': 74.00942669999999}, 'viewport': {'northeast': {'lat': 15.40508882989272, 'lng': 74.01084562989271}, 'southwest': {'lat': 15.40238917010728, 'lng': 74.00814597010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,1fac680cc7dc478f4b70a754df97352320deea31,Jamia Masjid مسجد,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102101282864244909795"">Mohammed Aareeb</a>'], 'photo_reference': 'CmRaAAAAVxYps7SOLzaQQW8dGclc5_0hjov3ia1u9A2mD5qnJ_WSWkOPhLRyr6bfwnZut5PrFMxzvX8Svl7Ve4lyNg8azydTp8aLnmRjzs8Rvx4Pbp9AmEQhFIy8VjtR-AwgXTclEhBT_cqFtFSBgPmWRHVrM41TGhSipqWA2z-q7S1tzc12O9KlmAyKaw', 'width': 4608}]",ChIJkethnb-6vzsR8Moyc9HJfAg,"{'compound_code': 'C235+GQ Kazi Waza, Ponda, Goa', 'global_code': '7J7PC235+GQ'}",4.3,ChIJkethnb-6vzsR8Moyc9HJfAg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",141,TRUE,mosque,,
98,CLOSED_TEMPORARILY,"Cotombi, Goa 403530, India","{'location': {'lat': 15.4976241, 'lng': 74.018557}, 'viewport': {'northeast': {'lat': 15.49920127989272, 'lng': 74.02000272989272}, 'southwest': {'lat': 15.49650162010728, 'lng': 74.01730307010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,07dbcd5ec518c231f71c050193024ce5400b5925,Surla Mosque,,"[{'height': 3516, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112130792700252721142"">sameer shirke</a>'], 'photo_reference': 'CmRaAAAAuQ0FXebNX0a2UT00cCseMLMljns_wHkaEV8qWv0zQo9VVfM4TaCGDmnlQqOS6XKMHBSI4gpL6U7rmCHgtkkKaHO55dqbWKtffEtY9YZghCXhfIb4QNpUxqPcU4gwgNgMEhBJMvt4dpWrIkqxrw0i3cTUGhQMyjTI9SIghN7qjlVHvM2Va6yAkA', 'width': 7107}]",ChIJwYE1C8i8vzsRmZDsHFDYrk4,"{'compound_code': 'F2X9+2C Cotombi, Goa', 'global_code': '7J7PF2X9+2C'}",4.5,ChIJwYE1C8i8vzsRmZDsHFDYrk4,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",26,TRUE,mosque,,
99,CLOSED_TEMPORARILY,"Unnamed Road, Ravalnath Nagar, Mangaddo, Corlim, Goa 403110, India","{'location': {'lat': 15.5004361, 'lng': 73.93713699999999}, 'viewport': {'northeast': {'lat': 15.50170297989273, 'lng': 73.93854137989271}, 'southwest': {'lat': 15.49900332010728, 'lng': 73.93584172010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,48941b6777490b90ab8c652cd2381ae37c1c1134,Masjid Al-Furqaniya,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112448408882084670267"">Abdulgani Mulla</a>'], 'photo_reference': 'CmRaAAAAP4b8jJ4iV8t1u9Xw4DESFdi4-rau738ZRek5pP2Ning-LkAMoaI37CTZoosaeJRZqTrs8Bfgrr9VTJW9bBzV3dJ1Lh1R-8xNcspdcnYiULVp-PLzkWYrtGuL94IXuLiLEhD3oDRq0vAVYNrXFBwOtIyBGhSlPhj863CanseWity7Xv0eSDufqg', 'width': 1920}]",ChIJyTR6huu9vzsRzVzp-w6KePc,"{'compound_code': 'GW2P+5V Mangaddo, Gandaulim, Goa', 'global_code': '7J7MGW2P+5V'}",4.7,ChIJyTR6huu9vzsRzVzp-w6KePc,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",3,TRUE,mosque,,
100,CLOSED_TEMPORARILY,"Margao - Quepem Rd, Navelim, Goa 403707, India","{'location': {'lat': 15.2667651, 'lng': 73.95710439999999}, 'viewport': {'northeast': {'lat': 15.26805972989272, 'lng': 73.95847882989271}, 'southwest': {'lat': 15.26536007010728, 'lng': 73.95577917010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,dc0a89cd986bff690815cbd462f520d6e9639e9c,Abrar Masjid مسجد,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107103431110016574268"">A Google User</a>'], 'photo_reference': 'CmRaAAAAYlT0MMnlGTq4NDpaaV-4q6dvG1LOuSziPytNaXVkAGgA30lRPomIRx0_pvW1Yp9Xp9XjDoeQmVGb2OET3OOXroNkoc8UyamEUBWZU20YyjN1kCP54ECnQF3lUMLe7utIEhDXtykJJwR0lZUSzzYYXD5OGhRCMVsms2j23AEGLN6av8Fwh2dQZw', 'width': 4032}]",ChIJX_kB--qzvzsRUUbtdV6ayqg,"{'compound_code': '7X84+PR Navelim, Goa', 'global_code': '7J7M7X84+PR'}",4.5,ChIJX_kB--qzvzsRUUbtdV6ayqg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",59,TRUE,mosque,,
101,CLOSED_TEMPORARILY,"Ekta Nagar, Mapusa, Goa 403507, India","{'location': {'lat': 15.5996865, 'lng': 73.80411629999999}, 'viewport': {'northeast': {'lat': 15.60101532989272, 'lng': 73.80546357989272}, 'southwest': {'lat': 15.59831567010728, 'lng': 73.80276392010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,2f4ff491bd5dce6b9321cebcdc8f45aa061bf724,Usmaniya Masjid Tablighi Markaz مسجد,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101674250808315927749"">Daler Jabarov</a>'], 'photo_reference': 'CmRaAAAAndAoWJqjpr9cHHate5YGdHvRsJwXjBRB3n5WDR2XqootW-x_-P3f-VzduwJkNb-994lnNbYuhkN0UvRbSFq7AWfkVB0l_4cEXICV_5BYDGxJGOMLqnHy9LP0KXtbMNYEEhB62rwwVayRJ9k2kTP7yERSGhQ2t9iNo_zeJus547V7SV_WApr8aA', 'width': 1920}]",ChIJ76z9gQTrvzsRzu-LgsGx90k,"{'compound_code': 'HRX3+VJ Ekta Nagar, Mapusa, Goa', 'global_code': '7J7MHRX3+VJ'}",4.5,ChIJ76z9gQTrvzsRzu-LgsGx90k,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",40,TRUE,mosque,,
