,business_status,formatted_address,geometry,icon,id,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,tag,price_level
101,CLOSED_TEMPORARILY,"Station Rd, Buddi lane, Naralibag, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8915478, 'lng': 75.3260378}, 'viewport': {'northeast': {'lat': 19.89312587989272, 'lng': 75.3273312798927}, 'southwest': {'lat': 19.89042622010728, 'lng': 75.32463162010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,67903f34be5d86f3fda1099765a27ddbccd2a68a,Jama Mosque,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117193076282869627737"">Husain Aliyani</a>'], 'photo_reference': 'CmRaAAAAfw8lMyt9Ip1w11kDEG-crua0hCaQ5aYjYRg7ThpFONviM91pGZCXLnIyz3pRZyIAZA6urb8IacJgbJJaUQohpWrC_kyJUu0uWaI7rsPD2f_DlAx9EbQjN05Y-hvh_qW-EhDJQpjItL2KaIUh47lK-e0BGhQiU1bcgxey-TD9rq3_g45Cz3TAqg', 'width': 4608}]",ChIJpUUt-xCY2zsRmugKDwZGQ8Q,"{'compound_code': 'V8RG+JC Naralibag, Aurangabad, Maharashtra', 'global_code': '7JFQV8RG+JC'}",4.7,ChIJpUUt-xCY2zsRmugKDwZGQ8Q,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",2390.0,,mosque,
102,CLOSED_TEMPORARILY,"Gulmohar Colony, Sahyadri Nagar, N 5, Cidco, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8806251, 'lng': 75.3612636}, 'viewport': {'northeast': {'lat': 19.88208662989272, 'lng': 75.36261202989273}, 'southwest': {'lat': 19.87938697010728, 'lng': 75.35991237010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,62c6966818acb91671d192804dabf3c98bfa0889,Masjid,True,,ChIJP3Jt0yij2zsRtjHeftyG4Pg,"{'compound_code': 'V9J6+7G Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J6+7G'}",5.0,ChIJP3Jt0yij2zsRtjHeftyG4Pg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",1.0,,mosque,
103,CLOSED_TEMPORARILY,"Cidco, Main Rd, behind chistiya masjid, N-6, Cidco, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8810979, 'lng': 75.360235}, 'viewport': {'northeast': {'lat': 19.88244192989272, 'lng': 75.36159122989274}, 'southwest': {'lat': 19.87974227010728, 'lng': 75.35889157010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,c5ce2cc0527e11db90cd6bc94f5433fadb5e184d,MODERN TOUCH,True,"[{'height': 808, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114412998784304803647"">A Google User</a>'], 'photo_reference': 'CmRaAAAAQgIcuKZgqwApnwnY9OabrqHoxAYsWnxQ608EwWg_5vskxcv-YrxMxC4pjxFNri5fLuwOJAQ1BuVAXLk_h_7nbtiilwmmtMPzE86qbasETJgeG3tzb5Y6gsUXAwzkyinuEhB6-2Vdayr85ay6ucR6iK9bGhT_1xSnv381Lb-DrhaxbbOpakRbeQ', 'width': 1440}]",ChIJ6Y1fFZSi2zsRHEU-8lohHqM,"{'compound_code': 'V9J6+C3 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J6+C3'}",3.7,ChIJ6Y1fFZSi2zsRHEU-8lohHqM,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",159.0,,mosque,
104,CLOSED_TEMPORARILY,"I & II Floor, Masjid Islam Batais,, Central Naka Rd, Indira Nagar, Jaswantpura, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8837477, 'lng': 75.35315}, 'viewport': {'northeast': {'lat': 19.88513072989272, 'lng': 75.35452527989271}, 'southwest': {'lat': 19.88243107010728, 'lng': 75.35182562010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,6cac919d5150e3e2ba967ba57b539f5460b75647,Masjid Islam Batais & Madrasa Usman Ghani,True,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102735824899065604826"">ahmed naazer</a>'], 'photo_reference': 'CmRaAAAAvuToTN8BLSsNzi0jwbC44TorEvV35Y4Uk17Q1iWpuMDARIQdMRy-Vrs8E609c1ec6-PmLn-eO82y68Ixcxmfeq2fHuJUYl-_e4CMBiPg-B8zcf8ghkZxJAeKqZYmXT99EhCX1YyemORG1xf7boMzljKwGhRBaFm9D6q237lJexT1UvqfFQ1vlg', 'width': 2304}]",ChIJ8eE_95ei2zsRaTaNptNW_m0,"{'compound_code': 'V9M3+F7 Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV9M3+F7'}",4.7,ChIJ8eE_95ei2zsRaTaNptNW_m0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",82.0,,mosque,
105,CLOSED_TEMPORARILY,"Govt.College, Qila Arq, Aurangabad, Maharashtra 431004, India","{'location': {'lat': 19.8948487, 'lng': 75.33295319999999}, 'viewport': {'northeast': {'lat': 19.89619052989272, 'lng': 75.33437432989273}, 'southwest': {'lat': 19.89349087010728, 'lng': 75.33167467010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,3e62eb0ec49e5fd4276687d103c9d1f613f70ce4,Shahi Masjid,True,"[{'height': 695, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108528832411226943444"">A Google User</a>'], 'photo_reference': 'CmRaAAAAPqztnPUWadXzh7g3exWcpIKIm8rZ7DJNpBUdqElL73Mvfa8EbVHBqc4aAGPQTA5id9RYHCJ44WUDh3LVErO7g18sGpdy5e1V5p_h857TtuuuS4BAG2DZFs_Jpx4etC0cEhCIQcT5-cgYu8PclvkAV4lqGhRmrjIAujtoQLOVDRaK-m8yuW2q8w', 'width': 1024}]",ChIJgR2-gwWY2zsRQm9iTRi65bQ,"{'compound_code': 'V8VM+W5 Aurangabad, Maharashtra', 'global_code': '7JFQV8VM+W5'}",4.9,ChIJgR2-gwWY2zsRQm9iTRi65bQ,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",75.0,,mosque,
106,CLOSED_TEMPORARILY,"Bari Colony, Kiradpura, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8858929, 'lng': 75.3488946}, 'viewport': {'northeast': {'lat': 19.88724792989272, 'lng': 75.35017502989271}, 'southwest': {'lat': 19.88454827010728, 'lng': 75.34747537010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,364bf6cea6ebe28ff38746bee87c709a8c8ac4d3,ABUBAKAR MASJID,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAAdflddPmTVn99TARirl5UwZBgUXzebCQ6koKdUneM9FjR0JUmhBN-HBjdrnZynrVhD7Lck2ul1M40dXd7nQ0_-zh_mDHgOzrkptAzkZXkxBlf_heFrmtDUTMZdHUEDrQoEhCppMVg9l2cdBk2qf8JqBIdGhTwejpf3uEak-wSqn8gUwEOfLUUEA', 'width': 2448}]",ChIJL6nQQ6Ki2zsRNyVMDavpiik,"{'compound_code': 'V8PX+9H Kiradpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8PX+9H'}",4.8,ChIJL6nQQ6Ki2zsRNyVMDavpiik,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",81.0,,mosque,
107,CLOSED_TEMPORARILY,"Motiwala Nagar, Indira Nagar, M G M, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8797555, 'lng': 75.35175679999999}, 'viewport': {'northeast': {'lat': 19.88100857989272, 'lng': 75.35310002989272}, 'southwest': {'lat': 19.87830892010728, 'lng': 75.35040037010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,60978cb07bf0f0a36155d9460b915a3644935f9c,Amanullah Motiwala Masjid,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111178563049610637319"">ismail shaikh</a>'], 'photo_reference': 'CmRaAAAAK9FRCXeIw8g21Qxe9j2Xjx5rZghSGNtljVjq8aiU0B5UtfGDhiQQqGcrBeKWEO2Gzv48kEDDrgpz47Sa5fH5Xp1UXFXaDhYKN_CHGCSGr1tNfLz6_uaAjW1sCHLONfFIEhBRWqs7RnfTe-CrmtNCLC6hGhTJWQRavg8er94QoczDMSS3KytEbQ', 'width': 4608}]",ChIJjcU66Zmi2zsR9gXpf-0CQkQ,"{'compound_code': 'V9H2+WP M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9H2+WP'}",4.6,ChIJjcU66Zmi2zsR9gXpf-0CQkQ,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",161.0,,mosque,
108,CLOSED_TEMPORARILY,"Ajabnagar, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.877597, 'lng': 75.328963}, 'viewport': {'northeast': {'lat': 19.87894737989273, 'lng': 75.33011392989273}, 'southwest': {'lat': 19.87624772010728, 'lng': 75.32741427010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,7e4eae457981d54961c5c68efcf9432894e6f98c,Chhota Takiya Nahri Masjid T.T.S,True,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114394075478203912121"">Mohd Shoeb</a>'], 'photo_reference': 'CmRaAAAAo-JWgSKq8F02qFcYpSEXcDKzt4kQrQPKFOMRTQXcfoeFFJPsBj6pOaNO2bKSCaePqMSkFdhGzvD72cRAYgpoOEgpW2VEPhRra95EKyXk8wgXgJXoT7lOu6srMK3cDZDGEhBBIXkis0qc3aZEcjG9u53DGhTljonv_DeKHpD2bIlv2k0uYXkkTw', 'width': 3264}]",ChIJPQWq722Y2zsRjJefYEKNvBg,"{'compound_code': 'V8HH+2H Ajabnagar, Aurangabad, Maharashtra', 'global_code': '7JFQV8HH+2H'}",4.5,ChIJPQWq722Y2zsRjJefYEKNvBg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",50.0,,mosque,
109,CLOSED_TEMPORARILY,"255, 8-19-255, Cidco Rd, Bari Colony, Kiradpura, Aurangabad, Maharashtra 432001, India","{'location': {'lat': 19.8870954, 'lng': 75.3486911}, 'viewport': {'northeast': {'lat': 19.88844657989272, 'lng': 75.34999967989272}, 'southwest': {'lat': 19.88574692010727, 'lng': 75.34730002010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,3ffe12a8147051ba7d63b05c7daf67a43d21c27f,Masjid Bari,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAAAWbqd-_hnfDlt50CuM8kCzHGR0Mjkk1chHEUgWOSUjJi-Bsp3054LK1fhRfSgDZk61sqePBhq0wapantX7yZRrETM0ZXHzbAjOforNYaad0mi0lB9rB-sG_GgfnlpvigEhD53DveaUk4sYFgi6zk7EnKGhRTBqP6HVhCkx1_ylBFX5MerUJtSA', 'width': 2448}]",ChIJ3ZAqS6Ki2zsRfilYsXCIlXY,"{'compound_code': 'V8PX+RF Kiradpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8PX+RF'}",4.7,ChIJ3ZAqS6Ki2zsRfilYsXCIlXY,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",31.0,,mosque,
110,CLOSED_TEMPORARILY,"Near Clock Tower, Shahgunj, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8870503, 'lng': 75.3353528}, 'viewport': {'northeast': {'lat': 19.88839232989272, 'lng': 75.33680137989272}, 'southwest': {'lat': 19.88569267010728, 'lng': 75.33410172010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,99dbc26690c7015794368955073f87f4a07e5f74,Shahganj Masjid,True,"[{'height': 315, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100227381082489817315"">A Google User</a>'], 'photo_reference': 'CmRaAAAA9H7JTucevPbQcz5kpiSsGQe2gfqe-zq9gLyh-T1mlko4-pntzVY10Qa3zIi1ia1z0_QymbIDF2L7yY6zinwYqxDJh-XG0NOW2K5eimQjy6nid4BXUxgoZjuhcYgTSnPlEhDjA0d_uDT0n6V8GyiNjsV6GhS-iVR06fInYz7sfx4-bITPw58evw', 'width': 467}]",ChIJD80FdgyY2zsRsYqKuT2D7_A,"{'compound_code': 'V8PP+R4 Shahgunj, Aurangabad, Maharashtra', 'global_code': '7JFQV8PP+R4'}",4.4,ChIJD80FdgyY2zsRsYqKuT2D7_A,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",907.0,,mosque,
111,CLOSED_TEMPORARILY,"Central Naka Rd, Indira Nagar, M G M, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8825632, 'lng': 75.35335479999999}, 'viewport': {'northeast': {'lat': 19.88390257989272, 'lng': 75.35482382989272}, 'southwest': {'lat': 19.88120292010728, 'lng': 75.35212417010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,d78f4ca25a2fb2ee883bd27c1ae079829bb82ade,Qamar Masjid,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAACjx4nDn_JXi4puZA1WtCZ5Q9KwKmOzydJpvjITGaT6GU1geG6_ivSgyh62Vhrd0BqWowizfdeyYoiYaGLt1d_Pvvdf1BQGGsdulhO1ahhQPxzk-6g-7xZ1Hkwh5KQchNEhDldHJawRX48mVsApDvvSO6GhRrGzwRXmP51zCPwF10T6og1Zj4Eg', 'width': 2448}]",ChIJU1kZj5ei2zsRsTYtQfTFh50,"{'compound_code': 'V9M3+28 M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9M3+28'}",4.6,ChIJU1kZj5ei2zsRsTYtQfTFh50,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",14.0,,mosque,
112,CLOSED_TEMPORARILY,"Near, Lane Number 8, New Baijipura, Indira Nagar, M G M, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8834551, 'lng': 75.350049}, 'viewport': {'northeast': {'lat': 19.88482487989272, 'lng': 75.35133877989271}, 'southwest': {'lat': 19.88212522010728, 'lng': 75.34863912010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,c204178162b764123db8b7630aad2f262154c7bc,Noor Masjid,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAAuLbh4ErzwJJBpvbu2Pge3Znk_n6GMll_W-PMZNxY2METyNgqKKs35Wk7NWD1zyAngZyNtwvapUUjmGfut2pDtZmRCT9J3SEsHty1C245veg3OWQYuofAxsQFfoMD9bvLEhB00yQAVrcR__PpYaaLjECBGhRjmGBtIE02UMlDqILqjtiLjfeydA', 'width': 2448}]",ChIJqcGSYpii2zsReujbo0NSidY,"{'compound_code': 'V9M2+92 M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9M2+92'}",4.8,ChIJqcGSYpii2zsReujbo0NSidY,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",92.0,,mosque,
113,CLOSED_TEMPORARILY,"Aurangabad, Rahemania Colony, Jaswantpura, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.889658, 'lng': 75.3538865}, 'viewport': {'northeast': {'lat': 19.89095887989272, 'lng': 75.35523782989272}, 'southwest': {'lat': 19.88825922010728, 'lng': 75.35253817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,7867eeaf0f28b1c2b3b35f5d750db5623fe51791,Masjid-e-Ilyas,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAAfpX-1JMHh4SpF_SHaPqmvru0U52IsY3ZvZqhB2SdyU6faEvs86IFpmLdXltZa5ZiwkVMbZt2wRR8n7YrfMn99R6zJagLjoUDOem8_BKKFh0LXmWYRxzrSPNRJLBKAVxJEhBZ4sw2S94Woo8TiV9vsAFZGhSbQiUd8dW00L5XF3MUCBkWOxRgZg', 'width': 4160}]",ChIJcQxHu7yi2zsR3Us2TSgIVcg,"{'compound_code': 'V9Q3+VH Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV9Q3+VH'}",4.5,ChIJcQxHu7yi2zsR3Us2TSgIVcg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",39.0,,mosque,
114,CLOSED_TEMPORARILY,"255, 8-19-255, Cidco Rd, Bari Colony, Kiradpura, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8877096, 'lng': 75.3480993}, 'viewport': {'northeast': {'lat': 19.88916517989272, 'lng': 75.34945367989272}, 'southwest': {'lat': 19.88646552010728, 'lng': 75.34675402010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,0612a9d5aafa5b04722b3e754637af179dabc8e9,Anas Masjid,True,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAAfQ0rTA4VKRCMULjYNBJg3wG8U9Uzu9a5s6T546hSikb_xapRQMy8ELS7znPlpelbc6GJZsP2Hl_o03iXv2ATMXq2ooXtcGk0Y_IYgNCFSMiF_jJ4Re_sCXPq0PiIIYqWEhAEXNeHHL88tSSLtb7_OoS0GhRflruz5zHl3MX1Y-LM3slMM7kTjA', 'width': 3120}]",ChIJG7FIz6Oi2zsR4NgnXrX9c5Q,"{'compound_code': 'V8QX+36 Kiradpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8QX+36'}",4.6,ChIJG7FIz6Oi2zsR4NgnXrX9c5Q,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",34.0,,mosque,
115,CLOSED_TEMPORARILY,"Roshan Gate, Wahed Colony, Sharif Colony, Jaswantpura, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8870291, 'lng': 75.3467106}, 'viewport': {'northeast': {'lat': 19.88837302989272, 'lng': 75.34806042989271}, 'southwest': {'lat': 19.88567337010727, 'lng': 75.34536077010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,ef895a2d0d5f5f5a83d97cabd26d26aa8a67ecf2,Mubarak Masjid,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAA09lsBvg_uleiybVV-b04oXD_Ebj2GQHXI6sLcGX9cpeWcbv25Xs0IaVenG0zdZwfeHnw8afZmhyBkk_PuRswm3vBKcPkIHE4CO8MXnwruWAI-vZ5Pnn4NDy3jk1HwIU5EhD8tZxv5nHNBSDm_HYY7r7JGhSlaYQY6pg29Rv7oO6LFr-ZasTizw', 'width': 2448}]",ChIJIRw2f6Gi2zsRq3BBhkk6hf4,"{'compound_code': 'V8PW+RM Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8PW+RM'}",4.7,ChIJIRw2f6Gi2zsRq3BBhkk6hf4,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",30.0,,mosque,
116,CLOSED_TEMPORARILY,"3-11-1487, Indira Nagar, Mondha, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8826452, 'lng': 75.348327}, 'viewport': {'northeast': {'lat': 19.88402557989273, 'lng': 75.34968537989272}, 'southwest': {'lat': 19.88132592010728, 'lng': 75.34698572010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,7dfb9ed9ef63e0f2590792820ec23124d06bd73e,Masjid Bin Raashid,True,,ChIJ2_ZhwJii2zsRgfSd1zpoXFU,"{'compound_code': 'V8MX+38 Mondha, Aurangabad, Maharashtra', 'global_code': '7JFQV8MX+38'}",4.5,ChIJ2_ZhwJii2zsRgfSd1zpoXFU,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",6.0,,mosque,
117,CLOSED_TEMPORARILY,"431003, Rahemania Colony, Jaswantpura, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8908624, 'lng': 75.3475548}, 'viewport': {'northeast': {'lat': 19.89218767989272, 'lng': 75.34896652989273}, 'southwest': {'lat': 19.88948802010728, 'lng': 75.34626687010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,3871a31f4d5e4022b6cd1ffd9a87ee751e285402,Arfat Masjid,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778159657966295772"">a.nazeer shakeel</a>'], 'photo_reference': 'CmRaAAAA_awQ5lUCUbECubdeeKbrb6j9bWr_aASeeJhpVfJ3z2ZXauD4sHzEKZeQXQ3GQmBg9mk28zSgMD4vkvGMOBkot9lWfBDYErjZYm-gJDUKEk4uYhYRMXRqvHSWHNy3nIIOEhC65nRMRFriN_a1YK7FgVxxGhR4aTQ-QRCghYEW_82HEWCRPAE-Iw', 'width': 2448}]",ChIJD8KvG6Si2zsRDVIPpbPX4F8,"{'compound_code': 'V8RX+82 Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8RX+82'}",4.5,ChIJD8KvG6Si2zsRDVIPpbPX4F8,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",21.0,,mosque,
118,CLOSED_TEMPORARILY,"Rahemania Colony, Jaswantpura, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.891281, 'lng': 75.351349}, 'viewport': {'northeast': {'lat': 19.89264097989272, 'lng': 75.35270187989272}, 'southwest': {'lat': 19.88994132010728, 'lng': 75.35000222010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,8c307ca3852fe016fbbb1e6eca17fa47e6e13e2a,Pasha Masjid,True,,ChIJJ8MNlqSi2zsRbTDmCjnolo0,"{'compound_code': 'V9R2+GG Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV9R2+GG'}",4.8,ChIJJ8MNlqSi2zsRbTDmCjnolo0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",15.0,,mosque,
119,CLOSED_TEMPORARILY,"Jinsi Police Station Rd, Baijipura, Kaiser Colony, Mondha, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8843121, 'lng': 75.345627}, 'viewport': {'northeast': {'lat': 19.88561267989272, 'lng': 75.34698037989271}, 'southwest': {'lat': 19.88291302010728, 'lng': 75.34428072010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,d0e787bbf76383ce046f84edfe560dcd935cf6eb,Ganj E Shahida Masjid,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105158778128261689114"">khanjunaidali</a>'], 'photo_reference': 'CmRaAAAAyu20C_aeZOiN53gl6ymV-jcQ4N_h8Y8AxKfwuCCmo0NBoKnvHKkc-l2uvN49EpR9f4yTt0G5go0cGpnliI7C100S8l46lkLEsl0JI7MxJr1v0X9MKEa2y0TLE_utrgvqEhBsl2B6AGW3BSnWpV7pvjv6GhRbq_f05QU_jX0tqefw3We0akRtpg', 'width': 4032}]",ChIJy2NU3KGi2zsRivRtooVinyw,"{'compound_code': 'V8MW+P7 Aurangabad, Maharashtra', 'global_code': '7JFQV8MW+P7'}",4.6,ChIJy2NU3KGi2zsRivRtooVinyw,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",169.0,,mosque,
120,OPERATIONAL,"to, Gajanan Maharaj Mandir Rd, Chetan Super Market, Trimurti Chowk, Lokmitra Colony, Trimurti Chowk, Aurangabad, Maharashtra 431001, India","{'location': {'lat': 19.8700245, 'lng': 75.3465457}, 'viewport': {'northeast': {'lat': 19.87139787989272, 'lng': 75.34789697989271}, 'southwest': {'lat': 19.86869822010728, 'lng': 75.34519732010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,70829a27300cd6fffa29509981518b23e9f8dbc9,Sai Panchvati Veg Restaurant,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101449647057283925408"">Devendra Mandhana</a>'], 'photo_reference': 'CmRaAAAA0qfjta2bsLx_BS2Zg2oxo0HmEmLUOLfPnuc_mMxbayUxST5hibPptzWg1H-rhgRNMppCZkuQStstI4bC49wqrrd67wsv79iUa5qyTkHIZPnjr9_w61fu3UDUTM25IZ1FEhAvKgYukFlPZ9Ib0XZvCA7aGhTEHp3wJjOGBtjXZAc6ElQVHc_5bA', 'width': 4032}]",ChIJN4Goe4Oi2zsR1bBCj15WAUs,"{'compound_code': 'V8CW+2J Aurangabad, Maharashtra', 'global_code': '7JFQV8CW+2J'}",3.8,ChIJN4Goe4Oi2zsR1bBCj15WAUs,"['restaurant', 'food', 'point_of_interest', 'establishment']",244.0,,restraunt,
121,OPERATIONAL,"G-14, Town Center, Cidco, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.8774831, 'lng': 75.3593338}, 'viewport': {'northeast': {'lat': 19.87888917989272, 'lng': 75.36062492989271}, 'southwest': {'lat': 19.87618952010728, 'lng': 75.35792527010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f545151086fdfbb420afb0c82282bead98a3ed67,Jalsa Restaurant Pure Veg,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101129714826262884401"">Natwar Kela</a>'], 'photo_reference': 'CmRaAAAAPDZPhSuBtcG8GOqWBcvP5lmzao_24jcolxdFF0xp5s7c0Nxu5tn6Yrtqw4XCiePDcLNQq3TwbG3sJ1ZgNztiDLDQFAVGsl-IPUYQS6skLUYvcc7O84s9zYNLA-8Nc2-3EhBSVJEQSbkwmqEvxC3DiwJZGhRCM23W5ES1ZRFliXF2F5tBdE-XlA', 'width': 853}]",ChIJ_0Nl3JOi2zsR2PeNf9VfD5E,"{'compound_code': 'V9G5+XP Aurangabad, Maharashtra', 'global_code': '7JFQV9G5+XP'}",3.8,ChIJ_0Nl3JOi2zsR2PeNf9VfD5E,"['restaurant', 'food', 'point_of_interest', 'establishment']",155.0,{'open_now': True},restraunt,
122,OPERATIONAL,"N11, MH MSH 8, National Colony, Rauza Baug, N 2, Cidco, Aurangabad, Maharashtra 431003, India","{'location': {'lat': 19.9064943, 'lng': 75.3439105}, 'viewport': {'northeast': {'lat': 19.90792342989272, 'lng': 75.34514862989272}, 'southwest': {'lat': 19.90522377010728, 'lng': 75.34244897010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6ceb7beca8376c2792b1744570e4ef3829a57ebc,Patelsaab Family Restaurant,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108408966725546358589"">A Google User</a>'], 'photo_reference': 'CmRaAAAAFwHLO92msYCgBCJG75UMYoBelw--7MogOzZB_fIkp-SDZlqRrtyR1HidRZi7jdvY1zLJfhcnf6WleQwJXYwBqP_aL3HJhtzT5mzLIPhmthwvZpnGtshFjBW8r_sAncmWEhC0S_vwz_wherXAMXg30mWGGhR1ymhmsnhd8VTfkQ4FZOfuSeIYAw', 'width': 3016}]",ChIJ86c7dB2j2zsRmUCHJ3O4HKE,"{'compound_code': 'W84V+HH Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQW84V+HH'}",4.2,ChIJ86c7dB2j2zsRmUCHJ3O4HKE,"['restaurant', 'food', 'point_of_interest', 'establishment']",134.0,,restraunt,
