,business_status,formatted_address,geometry,icon,id,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,tag,price_level,results
104,CLOSED_TEMPORARILY,"Hawa Mahal Rd, Kamal Gatta Colony, Kanwar Nagar, Jaipur, Rajasthan 302002, India","{'location': {'lat': 26.928597, 'lng': 75.8282797}, 'viewport': {'northeast': {'lat': 26.92994617989272, 'lng': 75.82963217989271}, 'southwest': {'lat': 26.92724652010728, 'lng': 75.82693252010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,8c8119af17ba447532516fde97ef0a3365f4c4c3,Masjid Gudajgaran Jaipur,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106264104345338071016"">muslim ahmed Farooqi</a>'], 'photo_reference': 'CmRaAAAAWZuYtCzUf61g-CBehKStY8drDK6YD7z1fnvosRVJKGODB-oUxMYGiYLpINACWD3HUNNaoF3J5BqMK8Dh6vhD2hymU35SGf9Y6xdogOsNtChv1C2QWr45lPzUiRZZYWAsEhAF8iOKQUsj4FCyUP96jwllGhSCBkIQgwtz8XEG875S1tG2s2y-Pw', 'width': 4608}]",ChIJs4AdjkmxbTkRt7GSdrayBxQ,"{'compound_code': 'WRHH+C8 Kanwar Nagar, Jaipur, Rajasthan', 'global_code': '7JRQWRHH+C8'}",4.1,ChIJs4AdjkmxbTkRt7GSdrayBxQ,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",13.0,,mosque,,
105,CLOSED_TEMPORARILY,"Mansarovar Sector 3, Mansarovar, Jaipur, Rajasthan 302020, India","{'location': {'lat': 26.8687895, 'lng': 75.75815440000001}, 'viewport': {'northeast': {'lat': 26.87015272989272, 'lng': 75.75954137989272}, 'southwest': {'lat': 26.86745307010727, 'lng': 75.75684172010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,b81375a6286d520ab399cd8af3fcd300659915df,Mansarover Mosque,True,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110536002741361630821"">Azharuddin Khan</a>'], 'photo_reference': 'CmRaAAAAgRGe2cWg0QKHyNiaLePKdB0m5ALkRE3WBuvqw9PnvN4UrxvtuUvi9jS0vtz5Uuxjv78MHyifftBvU7ycmB8wjb5Ir2f8otBdlNeAG0F9v-n3Quy2NXNfI-sHYGi45EfvEhCxAsfJv3Wyi4CzaQx6YL7IGhTY_dweli3-ZPZhdaGy5l_fYkJ0mA', 'width': 1080}]",ChIJF26hKQC1bTkRUPpuHFxTrwY,"{'compound_code': 'VQ95+G7 Mansarovar, Jaipur, Rajasthan', 'global_code': '7JRQVQ95+G7'}",4.3,ChIJF26hKQC1bTkRUPpuHFxTrwY,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",174.0,,mosque,,
106,CLOSED_TEMPORARILY,"Jalupura Main Road, Jaipur, Rajasthan 302001, India","{'location': {'lat': 26.9210206, 'lng': 75.80753589999999}, 'viewport': {'northeast': {'lat': 26.92239432989272, 'lng': 75.80889092989273}, 'southwest': {'lat': 26.91969467010728, 'lng': 75.80619127010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,02d2a88679cdf8f530ae4cdf0eff1a6d02424c01,Noorani Masjid,True,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115313064586261598905"">Rashid Raza</a>'], 'photo_reference': 'CmRaAAAAf2Bcg15n_UdITRZi4vxjTs2043sPdWDO8mv3HNPp4_Ods3dq2dPmC60tUs27pX7Pbh3VWGxgILDwYyC1BUWKYDf_88mrLT2C15MQvj6HlifswrT3aNzZIGSJn2BahilvEhCDJV3vnB2MwkT4JBb__8sGGhTWMUWUc6mEPbsfLO_b7vv-zCA5IQ', 'width': 720}]",ChIJR_ZiW1WxbTkRNEbGSKoVnoQ,"{'compound_code': 'WRC5+C2 Jaipur, Rajasthan', 'global_code': '7JRQWRC5+C2'}",4.5,ChIJR_ZiW1WxbTkRNEbGSKoVnoQ,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",82.0,,mosque,,
107,CLOSED_TEMPORARILY,"89, Lane Number 4, Hawa Sadak, Geejgarh Vihar Colony, Bais Godam, Jaipur, Rajasthan 302007, India","{'location': {'lat': 26.8984808, 'lng': 75.78600949999999}, 'viewport': {'northeast': {'lat': 26.89988132989272, 'lng': 75.78733937989271}, 'southwest': {'lat': 26.89718167010728, 'lng': 75.78463972010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,77070ccfaa5b1796739004ce7a178c03509dbc61,Masjid Bais Godam,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118137275647474522914"">Zuber Khan</a>'], 'photo_reference': 'CmRaAAAAp3K_Oh9GP4F9JkG5we6ZMWMaTjCIrZSuRB_bFnVHdG_mDJPWO5zcbo5f3-zALflQo6QduENJ9QMcWZcwkP9RLUCgXYYdZYW39xRW5N_CiaIpfHneYQe2RzdeE71plo1gEhDzc9c-llX1OzjRzyNfnRSnGhRUUjyiL45XJK57irXPVEdondgg0w', 'width': 4160}]",ChIJ4zJY8BS0bTkRn-dzp3FX_A0,"{'compound_code': 'VQXP+9C Jaipur, Rajasthan', 'global_code': '7JRQVQXP+9C'}",4.4,ChIJ4zJY8BS0bTkRn-dzp3FX_A0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",90.0,,mosque,,
108,CLOSED_TEMPORARILY,"makka colony fectory area jhotwara jaipur rajasthan, makka colony, Bismilla Colony, Shivaji Nagar, Jhotwara, Jaipur, Rajasthan 302012, India","{'location': {'lat': 26.9489606, 'lng': 75.7528917}, 'viewport': {'northeast': {'lat': 26.95032642989273, 'lng': 75.75418977989271}, 'southwest': {'lat': 26.94762677010728, 'lng': 75.75149012010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,44ccf78bf9c85ee1cd5c410696f8531443b92ab3,Makka Masjid Fectory Area Jhotwara Jaipur,True,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109993553338387175799"">Faseeh Ahmed</a>'], 'photo_reference': 'CmRaAAAAwGxxG-nEqA-6_4ukjKCS69F3w0CPnAKtW3CSeyCl032Wy4RJOr_0DX5fz3x4zc_mmmlDSblJR6bXAwNylVvNXqZvH02O4DTibW4DDW6RQgVrM-8yC2bRgKkI7uZ8Cm_1EhBuXB4qx_4NnmR8Grgc8UvhGhRkINGKY2ySHHGUhju3rTXUDrp1-g', 'width': 1456}]",ChIJPTjZYQ-zbTkRrH3s9Ff2Noc,"{'compound_code': 'WQX3+H5 Jhotwara, Jaipur, Rajasthan', 'global_code': '7JRQWQX3+H5'}",4.4,ChIJPTjZYQ-zbTkRrH3s9Ff2Noc,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",54.0,,mosque,,
109,CLOSED_TEMPORARILY,"Sodala, Jaipur, Rajasthan 302006, India","{'location': {'lat': 26.8989781, 'lng': 75.76439669999999}, 'viewport': {'northeast': {'lat': 26.90032132989272, 'lng': 75.76577037989271}, 'southwest': {'lat': 26.89762167010728, 'lng': 75.76307072010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,c22ea84ea5156b891da012753cabcbec1c489899,Sushilpura Mosque,True,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101265597264914309643"">junaid khan</a>'], 'photo_reference': 'CmRaAAAAp4XfB3YyZGoQ4ktMMRInb4dfH4hnFGtdLFWGSnB6JnyxTBCHZkRwTyc9x-7DrgSC0UNguItCrfuVF5bjeUYagevcxLvox99HMXNTyRV7ntDjAHJpbD9lt4L3faP_ri6WEhDlMNmnR5dmf6kOIrpzcqwZGhRt8Ic0TRbgBvLITEX0ppUgvQCamQ', 'width': 3000}]",ChIJk_vLxGO0bTkRzfTUhV9nPvk,"{'compound_code': 'VQX7+HQ Jaipur, Rajasthan', 'global_code': '7JRQVQX7+HQ'}",4.1,ChIJk_vLxGO0bTkRzfTUhV9nPvk,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",84.0,,mosque,,
110,CLOSED_TEMPORARILY,"Moti Doongri Rd, Tilak Nagar, Jaipur, Rajasthan 302004, India","{'location': {'lat': 26.8977524, 'lng': 75.81913039999999}, 'viewport': {'northeast': {'lat': 26.89921132989272, 'lng': 75.82013357989273}, 'southwest': {'lat': 26.89651167010727, 'lng': 75.81743392010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,6f7a76a6343f3110ba984a23d82317d510b87dfe,Mosque,True,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104249506262581613352"">Firoz Ahmad</a>'], 'photo_reference': 'CmRaAAAAoQO_mJpZ_Sr2uhoiEFSHEO3RIffbXDfYLIO0XRjsumpuZRgcnfgIqrB_Xq4InNl40e4EBB_27JgOUVFzhQRT3C5mpqLTnaB8QhqomMDVkV0Cj61jXyWYNjNxXRaHkDMBEhBYlGYHIE9PmcZZKG_PgtPsGhS8HvycX9rfaWzxOuAWpep73rWAsg', 'width': 3968}]",ChIJvZuJ_Je2bTkRkbSfLBJy1IE,"{'compound_code': 'VRX9+4M Tilak Nagar, Jaipur, Rajasthan', 'global_code': '7JRQVRX9+4M'}",4.7,ChIJvZuJ_Je2bTkRkbSfLBJy1IE,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",24.0,,mosque,,
111,CLOSED_TEMPORARILY,"NBC Rd, Rajiv Nagar, Shanti Nagar, Civil Lines, Jaipur, Rajasthan 302006, India","{'location': {'lat': 26.9142177, 'lng': 75.7764886}, 'viewport': {'northeast': {'lat': 26.91549567989273, 'lng': 75.77787417989272}, 'southwest': {'lat': 26.91279602010728, 'lng': 75.77517452010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,1567f38113ab113f0aeae0b0bbec6ba0f1b7693a,Ajmeri Masjid,True,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113478102617254464569"">A Google User</a>'], 'photo_reference': 'CmRaAAAAQc1Ro-1lFjoD8hYOQb_XN2hzVEgKpz67HYoWJ9gAnUUTu0d2aZ7dkI1EBOjD-Lz19cCneqsh0A3-Q510Q4DmeTZ-wLOXI_DEMLBZT3EvPrI8cSduIsQmhwZpVk4QGQ-uEhDp3NQs-QFgKewnAJYota4qGhRBDysbmvN5XrjdVEwo7W-T5uE20A', 'width': 3000}]",ChIJf7fBYHa0bTkRzGJ4gvZVvts,"{'compound_code': 'WQ7G+MH Civil Lines, Jaipur, Rajasthan', 'global_code': '7JRQWQ7G+MH'}",3.7,ChIJf7fBYHa0bTkRzGJ4gvZVvts,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",29.0,,mosque,,
112,CLOSED_TEMPORARILY,"Ghat Gate, Ghat Gate Bazar, Pink City, Jaipur, Rajasthan 302003, India","{'location': {'lat': 26.9162911, 'lng': 75.833218}, 'viewport': {'northeast': {'lat': 26.91758512989272, 'lng': 75.83455552989273}, 'southwest': {'lat': 26.91488547010728, 'lng': 75.83185587010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,be86bd5b62be9e73db650bd3c8bbc12412b54c77,Behlol Khan Masjid,True,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115037987354810896953"">Afzal Khan</a>'], 'photo_reference': 'CmRaAAAAnBchD_0r7INAXw8K52aa4GD_YC5YhhermQhbz7NMS5_iamNEgTFYALovmcyrFaKy3XW_N6bP-rxeg4skRp0E9eGFnFKkxTYOypDJxGhGCIlIMSbmJaUoe0Rv7WoJ4bAOEhDIeDeqFicNy_HPH2i6G6q2GhQ_10ZhbnBo4O2pkpaKOwQ3nV2adA', 'width': 1280}]",ChIJo3MXesm2bTkRigenfy-yjJw,"{'compound_code': 'WR8M+G7 Jaipur, Rajasthan', 'global_code': '7JRQWR8M+G7'}",4.4,ChIJo3MXesm2bTkRigenfy-yjJw,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",118.0,,mosque,,
113,CLOSED_TEMPORARILY,"277, Char Darwaja, Chokdi Gangapol, Jaipur, Rajasthan 302002, India","{'location': {'lat': 26.931003, 'lng': 75.832957}, 'viewport': {'northeast': {'lat': 26.93225062989272, 'lng': 75.83428707989272}, 'southwest': {'lat': 26.92955097010728, 'lng': 75.83158742010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,8a1f5bf6d4f7e162175a21a6dddd2e49f51d42ae,Shai jama masjid subhash chowk Jaipur,True,,ChIJAR69VTaxbTkRDp-xiU_CnGg,"{'compound_code': 'WRJM+C5 Chokdi Gangapol, Jaipur, Rajasthan', 'global_code': '7JRQWRJM+C5'}",3.0,ChIJAR69VTaxbTkRDp-xiU_CnGg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",2.0,,mosque,,
114,CLOSED_TEMPORARILY,"Pulia Mosque, near railway 3rd Gate, Hasanpura flyover, Jaipur, Rajasthan 302006, India","{'location': {'lat': 26.9183355, 'lng': 75.7896848}, 'viewport': {'northeast': {'lat': 26.91962332989272, 'lng': 75.79105577989272}, 'southwest': {'lat': 26.91692367010727, 'lng': 75.78835612010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,7e542ff3ecc942580d891aa4f9ef4df77021f67e,Mosque Sultan Fatakwali,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107159397545534559081"">Samiuddin Mansoori</a>'], 'photo_reference': 'CmRaAAAAKe5-s0w_2fU_eBzzUupkLxrFfoIL9iCCkilLkDZayzwQw-3Si0lye7D6hLVRsAT3GKWUB9APlBod9KpLFh6GWCg9LiR6wYqwn6BehYnwUw6c0Xi48iETALJjp3Gp6VN-EhBYWo0CmIhy54KqReTtghMcGhSBFUGbqCHOn12YG3XSyh8UNjy1Aw', 'width': 4160}]",ChIJvySpAfazbTkRs_PrpjCwrug,"{'compound_code': 'WQ9Q+8V Jaipur, Rajasthan', 'global_code': '7JRQWQ9Q+8V'}",4.6,ChIJvySpAfazbTkRs_PrpjCwrug,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",28.0,,mosque,,
115,CLOSED_TEMPORARILY,"Jaipur, Berava Basti, Purani Basti, Jaipur, Rajasthan 302001, India","{'location': {'lat': 26.9342292, 'lng': 75.81762069999999}, 'viewport': {'northeast': {'lat': 26.93562392989272, 'lng': 75.81896097989272}, 'southwest': {'lat': 26.93292427010728, 'lng': 75.81626132010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,f2f8994c9df789eaf1099a2df35d4882859ab1ba,Nilgero Ki Masjid,True,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116831927797322665098"">A Google User</a>'], 'photo_reference': 'CmRaAAAAXWDrMZKkyhpWEh0koh6W9WhF5G6Id0eSfME7Ua1Th8n8_wPeArnTC0cosiGiiiV0EK8GX2tGfWR7tl0XW4xK4RiQWhJb79Uf47kK1DTLz4TFTnBrTwZlv5l0s2yMiwqdEhBTKjjWgzURR5esRanTVajtGhSFez6tQjMA72CZio384pWXFL8iUg', 'width': 2448}]",ChIJr9L3xlqxbTkRFaY__pQ_CBE,"{'compound_code': 'WRM9+M2 Purani Basti, Jaipur, Rajasthan', 'global_code': '7JRQWRM9+M2'}",4.0,ChIJr9L3xlqxbTkRFaY__pQ_CBE,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",17.0,,mosque,,
116,CLOSED_TEMPORARILY,"Hasanpura Rd, Gopalbari, Jaipur, Rajasthan 302001, India","{'location': {'lat': 26.918632, 'lng': 75.79229099999999}, 'viewport': {'northeast': {'lat': 26.92003412989272, 'lng': 75.79362262989271}, 'southwest': {'lat': 26.91733447010728, 'lng': 75.79092297010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,ca7fbb9569874137bbccfeff62679c8a1c793048,Kausar-e-Deen Mosque,True,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105947664347971812121"">A Google User</a>'], 'photo_reference': 'CmRaAAAAVDcfZz_GZDKnHgu_yevxww_nNVx2vllzU3iOOSGj0KCiPVT5QbiuEgRjemmSqEptYSfQMxN6zK5pum8Z2Fgx7Pe5aiDXLunJzfngkzz5vQLeYWnhfJN1t3izy4Ytw66TEhB7CiS4A87r2r0EW3NooOfIGhQQ2y4H5LBn1_wMFxcnZvf2pwWZkA', 'width': 1120}]",ChIJu078KvazbTkRQsGKzPdkJOY,"{'compound_code': 'WQ9R+FW Gopalbari, Jaipur, Rajasthan', 'global_code': '7JRQWQ9R+FW'}",4.3,ChIJu078KvazbTkRQsGKzPdkJOY,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",15.0,,mosque,,
117,CLOSED_TEMPORARILY,"Ghat Gate, Ghat Gate Bazar, Pink City, Jaipur, Rajasthan 302003, India","{'location': {'lat': 26.9177406, 'lng': 75.83381890000001}, 'viewport': {'northeast': {'lat': 26.91907507989272, 'lng': 75.83524632989273}, 'southwest': {'lat': 26.91637542010728, 'lng': 75.83254667010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,1a566cfb4c1f4079d18bcb00ea6bb966d0478528,Luharo Ki Masjid,True,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102393708584044631933"">Mazharuddin Niazi</a>'], 'photo_reference': 'CmRaAAAAGExgfmhW4EA10lQDnPKoODQzWmFwuV7dJNnSdHht2AHDDbEwpMt08i9OGJ9CXfUDmhfZd3Cfd4dADw9e0zoMoYM1fDcSX-UrscLtNiduGfycUu-m3NctB6jmPiuw1iTLEhCmrXLWF787Yq2xilhX0fdoGhR95ZTh0cuCE8MG5zcwPtjrvX0OiA', 'width': 1280}]",ChIJI6jIxcu2bTkRIKz_j5Qbqm0,"{'compound_code': 'WR9M+3G Jaipur, Rajasthan', 'global_code': '7JRQWR9M+3G'}",4.6,ChIJI6jIxcu2bTkRIKz_j5Qbqm0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",69.0,,mosque,,
118,CLOSED_TEMPORARILY,"Jamuna Nagar, Sodala, Jaipur, Rajasthan 302006, India","{'location': {'lat': 26.9087729, 'lng': 75.7731822}, 'viewport': {'northeast': {'lat': 26.91012432989272, 'lng': 75.77455017989273}, 'southwest': {'lat': 26.90742467010728, 'lng': 75.77185052010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,564d37c18d577c0e6bd53a88ea692081f1e8917a,Masjid Noor,True,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109624571492960110134"">A Google User</a>'], 'photo_reference': 'CmRaAAAARCCxDgzWx0wuBwVn3TyYszRYD38kx3vVeFWBmPoW7UAynRVxxcklRAu7QbZfEooDABMGH8PPuYzgfl5BhsVRiJyu0pQhMevYudHO9QWH7qKH1_r1F6JPGNyt-Y7sS5cEEhCz5N0a4VjlZzr0j2LG5fQ7GhS1TMCUegoKc3JabSmYgQDhpRseww', 'width': 3264}]",ChIJY76EvnC0bTkRZtb3ieHoVec,"{'compound_code': 'WQ5F+G7 Sodala, Jaipur, Rajasthan', 'global_code': '7JRQWQ5F+G7'}",4.1,ChIJY76EvnC0bTkRZtb3ieHoVec,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",38.0,,mosque,,
119,CLOSED_TEMPORARILY,"Subhash Chowk, Motikatla Bazar, Ramchandra Chaukari, Jaipur, Rajasthan 302002, India","{'location': {'lat': 26.9291588, 'lng': 75.8316613}, 'viewport': {'northeast': {'lat': 26.93051977989272, 'lng': 75.83304417989272}, 'southwest': {'lat': 26.92782012010728, 'lng': 75.83034452010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,c4a22793d043415fa462c672ddb03401ab5362b5,Shia Jame Masjid,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100185873949646115143"">Mohsin Zaidi</a>'], 'photo_reference': 'CmRaAAAA4NtDosC76BIy0KPXjGn5xQCvp4GY-HxLHJMJG3nrw-6JEuuQ7ABtPjJ5xhu4PW0YAoDYiBfLAnKRw4FMdsJWsEKT9bG0J0D1V6SbMDNOKlmxssR2g8CSjszCrov2bGIHEhChN1QOxY72knTxjtx_HYspGhSgpWDdyE3vnbBL_cSx24p2edFtBQ', 'width': 4608}]",ChIJxeTabDaxbTkRD3DTeo66te8,,4.6,ChIJxeTabDaxbTkRD3DTeo66te8,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",10.0,,mosque,,
120,OPERATIONAL,"Jai Mahal Palace, Jacob Rd, Civil Lines, Jaipur, Rajasthan 302006, India","{'location': {'lat': 26.912209, 'lng': 75.7851361}, 'viewport': {'northeast': {'lat': 26.91342652989272, 'lng': 75.78644552989273}, 'southwest': {'lat': 26.91072687010728, 'lng': 75.78374587010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ca017193da21109cc4d0cca88c9aaf397b769aaf,Marble Arch,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109731492198634215884"">Devendra Singh Shekhawat</a>'], 'photo_reference': 'CmRaAAAAsUpMFKrQn-Xq1nFi7qykj3o0xT826mOoNJoakjUkSgY6AoFsdYoeFaQjYu3KIV1bHEdP4FV3dDyY9OnO-59ECSl_zkoYSV49CmqYZTlA0WKkgw3GZ-5j4bXE_tNV0zAHEhCSzkw6keye8FlaW6s_CjheGhRu6dLxAC3TjCAaeiSVGHi4DXcvPA', 'width': 2592}]",ChIJr6wHJgy0bTkRWlnPE7es48Y,"{'compound_code': 'WQ6P+V3 Civil Lines, Jaipur, Rajasthan', 'global_code': '7JRQWQ6P+V3'}",4.5,ChIJr6wHJgy0bTkRWlnPE7es48Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",66.0,{'open_now': True},restraunt,,
121,OPERATIONAL,"Amer, Jaipur, Rajasthan 302028, India","{'location': {'lat': 26.9899745, 'lng': 75.8530768}, 'viewport': {'northeast': {'lat': 26.99140757989272, 'lng': 75.85449222989273}, 'southwest': {'lat': 26.98870792010727, 'lng': 75.85179257010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,92227cb6ce070d25519853ff929c5ae3ef090eb7,Zeeman Restaurant,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111626903912354082384"">mohan Sheshadri</a>'], 'photo_reference': 'CmRaAAAApokcSmIC_xUR3EN1q5EIxYJLx7XVTu9X-dZWZ3KYTcISmABeMJRHuoYDCIM_4R-0M00ZAGt3VcKeQAPD3E98q3eFMn65uYMI3jBraAwdXbkPXmFiaRYhiDnfryBACm5wEhDX2fHpbj90q3hZdMxtxEU4GhTIwtsPHM1zjiN40NhcCAABrQu6yw', 'width': 4032}]",ChIJ-dQvzLSxbTkRnZZltEXLveA,"{'compound_code': 'XVQ3+X6 Amer, Jaipur, Rajasthan', 'global_code': '7JRQXVQ3+X6'}",4.7,ChIJ-dQvzLSxbTkRnZZltEXLveA,"['restaurant', 'food', 'point_of_interest', 'establishment']",122.0,{},restraunt,,
122,OPERATIONAL,"405, Tonk Rd, Jai Jawan-2, Choti Chopad, Chandrakala Colony, Durgapura, Jaipur, Rajasthan 302018, India","{'location': {'lat': 26.8424036, 'lng': 75.7942104}, 'viewport': {'northeast': {'lat': 26.84375782989272, 'lng': 75.79567897989271}, 'southwest': {'lat': 26.84105817010727, 'lng': 75.79297932010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5db2c5d7151c057f262fcbd6f143bcf6a410d144,Atsui Restaurant,,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118017613116800233683"">Bhavik Trivedi</a>'], 'photo_reference': 'CmRaAAAAGzzP_jWZQIz119rrSRO4a8REjRO0-HNYKTkFeh6NBSAuMsN8DxBubrHTAuTjIE-nEVSPHzSrml9ZyAqsyxqSs8mOQqmhUmcKTjWEwEsFU2ncyBFSElH_0XwfhDLGskxkEhBPljZ4uQhjt93IXOYnCC-jGhSFOgt6CvFXblcDxNVD3-b0he_r0w', 'width': 1280}]",ChIJDyEmQu-1bTkR7CiJLEOeeWc,"{'compound_code': 'RQRV+XM Durgapura, Jaipur, Rajasthan', 'global_code': '7JRQRQRV+XM'}",4.4,ChIJDyEmQu-1bTkR7CiJLEOeeWc,"['restaurant', 'food', 'point_of_interest', 'establishment']",33.0,{'open_now': False},restraunt,4.0,
123,OPERATIONAL,"Hotel The Radiant Star, C 28, Pankaj Singhvi Marg, Lal Kothi, Jaipur, Rajasthan 302015, India","{'location': {'lat': 26.8911436, 'lng': 75.8018728}, 'viewport': {'northeast': {'lat': 26.89252692989272, 'lng': 75.80317012989272}, 'southwest': {'lat': 26.88982727010728, 'lng': 75.80047047010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8e6f2cb8aa8221b240530a9b7307e029d3152bdc,Fusion Restro,,"[{'height': 799, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115265012429674152788"">A Google User</a>'], 'photo_reference': 'CmRaAAAAqMeHH6ZtQmVlG74CtplvRKlC0JUFVefRZKTD9FBrBTSURff8hofB4brBRwxn1pGRn6osMAS7Mz1u2nUuw723vAakF8mQgkTwR_I4NAjklqWDkJp-tl36wbZzddH9LiAUEhAw9KUr_6WNioh8dcB_96HtGhQMZdZsEhEs7VmAap3p0CzL8Ctk8w', 'width': 1200}]",ChIJ38cnWiG0bTkR7AlLXt1SURA,"{'compound_code': 'VRR2+FP Jaipur, Rajasthan', 'global_code': '7JRQVRR2+FP'}",4.4,ChIJ38cnWiG0bTkR7AlLXt1SURA,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",89.0,{'open_now': True},restraunt,,
124,OPERATIONAL,"plot no 5,6,7-D villa khasa kothi, Station Rd, Jaipur, Rajasthan 302001, India","{'location': {'lat': 26.9211199, 'lng': 75.7946331}, 'viewport': {'northeast': {'lat': 26.92247222989272, 'lng': 75.79607657989273}, 'southwest': {'lat': 26.91977257010728, 'lng': 75.79337692010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,534256766ab7671f72d2014a7f7d54d0568ea57e,ataari roof top cafe & restaurant,,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104529871266684771404"">A Google User</a>'], 'photo_reference': 'CmRaAAAA6HFeqGuKaQ_dXtiMzyO814olF65cUrJGEjOK--cO2XDmUx6EJ9SBQagSbxkk7wANTF4BiwWGa6mowdd3TKhgjP8xdKOaCzBO2XPGN7-_MqQaAC69L9aj7T3DLEdoassTEhDjfwsmJ-l3TyMfD9bleXWiGhQr7jCc1UwDwaheM8BexJzw32dfjw', 'width': 1280}]",ChIJSxq_hPezbTkRwQ4tz_FkpC8,"{'compound_code': 'WQCV+CV Jaipur, Rajasthan', 'global_code': '7JRQWQCV+CV'}",4.5,ChIJSxq_hPezbTkRwQ4tz_FkpC8,"['restaurant', 'food', 'point_of_interest', 'establishment']",49.0,{'open_now': False},restraunt,,
