,business_status,formatted_address,geometry,icon,id,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,tag,price_level,results
120,OPERATIONAL,"3rd Floor, Saket Mall, 75/76, Bypass Rd, Jama Masjid, Sheb Bazar, Mantola, Agra, Uttar Pradesh 282003, India","{'location': {'lat': 27.182931, 'lng': 78.016685}, 'viewport': {'northeast': {'lat': 27.18417247989272, 'lng': 78.01813682989271}, 'southwest': {'lat': 27.18147282010728, 'lng': 78.01543717010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ffc682aa10dd05e720e97792e4f7df349d8c7ca3,Saket Restaurant Agra,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117169097272963699962"">Rajat Singhal</a>'], 'photo_reference': 'CmRaAAAAfryXjNvqwAjvaSe38CMkm8zdnRoFQWwX2aZwBo8KwuBsVKRv80wl81oKeRYw4PFhgYkAxRygamTWpa4yBVNJVxnOfFhYDfqez3ansV-saev--KtLejvlqPqxnHxxWb_OEhCwduwTZQcnF-S_bau_mYBGGhRmh6vAvTM8rDuvgYe-BuAWk7ZENQ', 'width': 3264}]",ChIJ0UscH053dDkR4-YMKaSUxGw,,3.4,ChIJ0UscH053dDkR4-YMKaSUxGw,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",34.0,{'open_now': True},restraunt,,
121,OPERATIONAL,"264, Station Road, Agra Cantonment, Opposite Police Chowk, Agra, 282001, India","{'location': {'lat': 27.1580889, 'lng': 77.99139559999999}, 'viewport': {'northeast': {'lat': 27.15944467989272, 'lng': 77.99270557989271}, 'southwest': {'lat': 27.15674502010728, 'lng': 77.99000592010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,49aa740d449ea2a925ea29d96d0d10836603e4df,Prem Restaurant,,,ChIJ94B60eh2dDkR0OV-9YxhaKA,,3.7,ChIJ94B60eh2dDkR0OV-9YxhaKA,"['restaurant', 'food', 'point_of_interest', 'establishment']",6.0,{'open_now': True},restraunt,,
122,OPERATIONAL,"Opp. Kalakriti Bus Parking, Near Kalakriti Cultural, and Convention Centre V.I.P Road To Taj Mahal, Fatehabad Rd, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.1612203, 'lng': 78.0624062}, 'viewport': {'northeast': {'lat': 27.16242947989273, 'lng': 78.06372802989273}, 'southwest': {'lat': 27.15972982010728, 'lng': 78.06102837010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6e01fa87aef2c4598ab6651339a1feafc1d5a839,Public Restaurant Agra,,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105044391772798962017"">A Google User</a>'], 'photo_reference': 'CmRaAAAA1EwEdTvUDQHlZPH5LBS_s9VZuurVQGHSGD6kwOCsNWonXDAPIQAjLQTg9XQ9jnX0lWxT0wHevJEaZ86t_wk7-2bP4PZJw0l61Qt29KaMrxM19iRmbeTOSgwOdBmaBSITEhD0GC5uaWzM4flCeqYDB0vRGhQSEOyfqJkxru__uLj8yRub7Fq6pQ', 'width': 4000}]",ChIJIamhmpBxdDkRGY-MFiycApI,"{'compound_code': '5366+FX Agra, Uttar Pradesh', 'global_code': '7JVW5366+FX'}",4.6,ChIJIamhmpBxdDkRGY-MFiycApI,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,{'open_now': True},restraunt,,
123,OPERATIONAL,"Shop No. 5/298, Top Khana Road, MG Road, Ghalibpura Road, Nai ki Mandi, Rakabganj, Agra, Uttar Pradesh 282002, India","{'location': {'lat': 27.1830092, 'lng': 78.00168339999999}, 'viewport': {'northeast': {'lat': 27.18430172989272, 'lng': 78.00302907989271}, 'southwest': {'lat': 27.18160207010727, 'lng': 78.00032942010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,fd603b03b4dbde30a13b36fb6dc9fb988a914cba,Ghalib Restaurant,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102273475202133860510"">Abdul Wahab</a>'], 'photo_reference': 'CmRaAAAAoPWXENSrhsYgosNZkiQRgw-QZ7X7PECY_96d0iruTvs8FqbuEJ4TLoXJhs9zXIS96Jl1yeSAL3cF8X-yaD93yfGEsCuJebbcLXwgLcdnzbYliqjX9IVs1fYpp-JNPu3YEhCWEx-5Bu-mpXh8MIIdX-suGhRvrcIow6t0SiPPKPNWbIqi6wWamg', 'width': 4160}]",ChIJ304FYSN3dDkR0Y-sPd3FcKg,"{'compound_code': '52M2+6M Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52M2+6M'}",3.9,ChIJ304FYSN3dDkR0Y-sPd3FcKg,"['restaurant', 'food', 'point_of_interest', 'establishment']",75.0,{'open_now': True},restraunt,,
124,OPERATIONAL,"No.26, 118, Mahatma Gandhi Rd, opposite Income Tax Office, Sanjay Palace, Sanjay Place, Lohamandi, Agra, Uttar Pradesh 282002, India","{'location': {'lat': 27.1995102, 'lng': 78.0047247}, 'viewport': {'northeast': {'lat': 27.20082727989272, 'lng': 78.00616802989272}, 'southwest': {'lat': 27.19812762010728, 'lng': 78.00346837010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,25741794bfc2fdbbaef4af9b5b6db4130f254f98,Aahar Fast Food & Restaurant,,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117345567291408044025"">FUTURE MONEY</a>'], 'photo_reference': 'CmRaAAAAeBEuWX3XcFZC9x6FeX8LFnOfu6WyDKq7xLgzgP2iub4W0JR54GkNq95tUDv_M_HfxIte8_7TZw8NxLuwTbCx9blbz6r8Pub3ujn8RcTACGJ8t3B9yp3zSNvfpAwcGnXXEhCymBfiBG8ZpRMyt0LkvVqbGhSKX413HXLrDayr-5PtiDULew3Obw', 'width': 4032}]",ChIJiRLV4kZ3dDkRTud5jZqjgOg,"{'compound_code': '52X3+RV Lohamandi, Agra, Uttar Pradesh', 'global_code': '7JVW52X3+RV'}",4.0,ChIJiRLV4kZ3dDkRTud5jZqjgOg,"['restaurant', 'food', 'point_of_interest', 'establishment']",1909.0,{'open_now': True},restraunt,2.0,
125,OPERATIONAL,"21/9, Emporium Block, Sanjay Place, Agra, Uttar Pradesh 282002, India","{'location': {'lat': 27.1985353, 'lng': 78.0039122}, 'viewport': {'northeast': {'lat': 27.19993247989272, 'lng': 78.00528417989271}, 'southwest': {'lat': 27.19723282010728, 'lng': 78.00258452010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,13dcb4391293a0a4e90c463ed4c0b19f954bc8a5,Flavours,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116998166374052262396"">prachi singh</a>'], 'photo_reference': 'CmRaAAAAyoqVXPGl66Zyn9WNddxz02zWn5upfxKdvBfvYYkHvcnfpdGYigee9d68RR0FmyFzMheQscromnxypQhsW9kvo-qApgAGvNk-t0U0O7XmpcaGaW83b-rc6HuXhYiQB-NzEhCuaze4teauzB-A_xVqeXrSGhSho5jGRRlUlA3xPFTN9kfSgkeVHA', 'width': 1920}]",ChIJe6JtFUd3dDkRKVLRK_eaiBk,"{'compound_code': '52X3+CH Agra, Uttar Pradesh', 'global_code': '7JVW52X3+CH'}",4.0,ChIJe6JtFUd3dDkRKVLRK_eaiBk,"['restaurant', 'food', 'point_of_interest', 'establishment']",126.0,{'open_now': True},restraunt,,
126,OPERATIONAL,"Jageshwar Complex, Basement, Bodla Rd, Shahganj, Agra, Uttar Pradesh 282010, India","{'location': {'lat': 27.1866681, 'lng': 77.96577979999999}, 'viewport': {'northeast': {'lat': 27.18792567989272, 'lng': 77.96705182989272}, 'southwest': {'lat': 27.18522602010728, 'lng': 77.96435217010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,bdc57a6028560f0594bf18c3b6674a9bddc1f352,Swad Restaurant,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104183350423040501113"">Seema Kushwaha</a>'], 'photo_reference': 'CmRaAAAAAc67jg0DYdxCMCvq7RLE0wVCCA0kBtpOW_ZISXF22F-yIFdo4jRuXvAD4FRzU92Vfs-KejabWcfUBVk72pIdH6BX2NlgMYTYrZhm6yIGyvj1mcghV_YrURZG9FmtcqPXEhAea6vABxSg5yDg12QTz527GhRNuTvEmD_hnS6DnaN5qQBTtPJbPg', 'width': 1620}]",ChIJGQQxe6R3dDkRS4Hw-FJZh84,"{'compound_code': '5XP8+M8 Shahganj, Agra, Uttar Pradesh', 'global_code': '7JVV5XP8+M8'}",3.9,ChIJGQQxe6R3dDkRS4Hw-FJZh84,"['restaurant', 'food', 'point_of_interest', 'establishment']",113.0,{'open_now': True},restraunt,,
127,OPERATIONAL,"50-A, Taj Rd, Sadar Bazar, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.158751, 'lng': 78.0130851}, 'viewport': {'northeast': {'lat': 27.16023807989272, 'lng': 78.0144544798927}, 'southwest': {'lat': 27.15753842010728, 'lng': 78.01175482010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,fd9fff72386812afa4143610569bacb265fe7a62,New Garden Restaurant,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102802796769115840851"">himanshu sharma</a>'], 'photo_reference': 'CmRaAAAAxAkiOnkEqJ0O0aXZwNY3G1Inlbupop05CZDMjfdGggGnx3Mnv8_2nCbDNSYpgOatJZD8w6lw7WBpNxsaDUTLSy00jOb7IkS-lcuBc11HQ-Xnyslv6Mwjq3wFsCFIs_nfEhBSvwj5y1_-SflrFeHe76nfGhTPKrh4WFg88vvPGNgDbZdmFbuvHw', 'width': 3120}]",ChIJq6qqq892dDkRccJoUEE2tEU,"{'compound_code': '5257+G6 Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVW5257+G6'}",3.5,ChIJq6qqq892dDkRccJoUEE2tEU,"['restaurant', 'food', 'point_of_interest', 'establishment']",21.0,{'open_now': True},restraunt,,
128,OPERATIONAL,"Shankar Mandal Rd, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.1613209, 'lng': 78.0600255}, 'viewport': {'northeast': {'lat': 27.16272802989272, 'lng': 78.06138607989273}, 'southwest': {'lat': 27.16002837010728, 'lng': 78.05868642010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,664516cd3c00d2d09fe5cb378f724a4cef0fc538,Taj Rasoi,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100004494592488395210"">A Google User</a>'], 'photo_reference': 'CmRaAAAAsHwY1FHFW-bVMAPOn_SJpNWFZQw0hLjqGFVi116-CU10e88vRJdqlzMu8sEtODNaCQwOkkAbScZdk6VyN4tmlqTQ_P21Ps9pZCQUUucqH0soa1_3xT9Mk3X6wKhjBOcPEhAfYclHeoxNlW4LmsiCY9Q4GhR1RSpk4NW731rtcfUhZh1x7JUD5Q', 'width': 3264}]",ChIJpawUSglxdDkR9z5q8I8mKkE,"{'compound_code': '5366+G2 Agra, Uttar Pradesh', 'global_code': '7JVW5366+G2'}",3.0,ChIJpawUSglxdDkR9z5q8I8mKkE,"['restaurant', 'food', 'point_of_interest', 'establishment']",53.0,{'open_now': True},restraunt,,
129,OPERATIONAL,"Plot No 3, Chanakya Puri, Sulahkul Nagar, Lohamandi, Agra, Uttar Pradesh 282010, India","{'location': {'lat': 27.1842669, 'lng': 77.9743675}, 'viewport': {'northeast': {'lat': 27.18559297989272, 'lng': 77.97572297989274}, 'southwest': {'lat': 27.18289332010728, 'lng': 77.97302332010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,85c31d790953648d25538bbb3802a497339850d8,Gurgaonwala Restaurant,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116499114560260205221"">Gaurav Chauhan</a>'], 'photo_reference': 'CmRaAAAAiK9tUQRDPGRM-veaIL2LYWjwcjXZeBf2SbjDKBTy8ooOLTtV7pDmH5q4NF0dJXv2EBJn71FL4tX-iXCjC4tzDXRA8En_FUzevR6dVm6EvO9-7oIa3eGcn0-WpJxa9LGgEhCEiYUVOBVcEgP-04wZvdjUGhQuJh_xzcgmi3cEdHo1U2uJnZBh3Q', 'width': 4032}]",ChIJs0MDUQ93dDkR1xM-ylpTd8M,"{'compound_code': '5XMF+PP Lohamandi, Agra, Uttar Pradesh', 'global_code': '7JVV5XMF+PP'}",4.0,ChIJs0MDUQ93dDkR1xM-ylpTd8M,"['restaurant', 'food', 'point_of_interest', 'establishment']",233.0,{'open_now': True},restraunt,,
130,OPERATIONAL,"Jaipur House, in front of Commercial Tax, Jaipur House Market, Khatehna, Jaipur House Colony, Agra, Uttar Pradesh 282002, India","{'location': {'lat': 27.188103, 'lng': 77.98670700000001}, 'viewport': {'northeast': {'lat': 27.18945717989272, 'lng': 77.98802747989272}, 'southwest': {'lat': 27.18675752010728, 'lng': 77.98532782010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,7fc59ba99cd1be1635ccb6d7b7d6c3cc18c4c19c,Jain Restaurant,,"[{'height': 1576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114354101209030966019"">A Google User</a>'], 'photo_reference': 'CmRaAAAAQicmR-7JojSEThKtggj2QLDLSMueyOkYsQL6bzG_cUacFxUbFQZUAEt_FOhQ2CKrf5BvJ5qh8ViwjLcwIagGuWTXGKF82ouRdJCLB3tlChupHnCfm9dzYwCeDsUmFpNKEhCoXEhDZOw1VcxpntZdthcQGhROGZoWHqZji_FCho3uBRUjrKY4ig', 'width': 1880}]",ChIJ51vIkhF3dDkRXNqRHqIi9HE,"{'compound_code': '5XQP+6M Agra, Uttar Pradesh', 'global_code': '7JVV5XQP+6M'}",4.0,ChIJ51vIkhF3dDkRXNqRHqIi9HE,"['restaurant', 'food', 'point_of_interest', 'establishment']",116.0,{'open_now': True},restraunt,1.0,
131,OPERATIONAL,"28/644 A, Mahatma Gandhi Road, INFRONT OF AGRA COLLEGE LADIES WING, Agra, Uttar Pradesh 282002, India","{'location': {'lat': 27.1847006, 'lng': 78.0014092}, 'viewport': {'northeast': {'lat': 27.18605197989272, 'lng': 78.00276807989272}, 'southwest': {'lat': 27.18335232010728, 'lng': 78.00006842010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,398dbea087b61c9af3defbf74c8c726c5f25658d,Hotel EKTA PALACE And UDAR POORTI,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102006523301819119057"">A Google User</a>'], 'photo_reference': 'CmRaAAAAsycAxjHWsNoQSuvkKd5Jc04sGXeSOxmuNcs-q9zsOrn0FB3CFcPGOwGjcu-06BhoV4jDnzwpshiLmIh0owKSnPyRfzxjzjjck_p4HVioVHNXYo1Wr-srG0Px6BpGEocfEhBLm0n162iJUpOdJrVU1p7SGhQRhACwy9cVnXPSafRa0eKIRRrNsw', 'width': 2340}]",ChIJ4Sqcszx3dDkR8rk111QR5WI,"{'compound_code': '52M2+VH Agra, Uttar Pradesh', 'global_code': '7JVW52M2+VH'}",3.7,ChIJ4Sqcszx3dDkR8rk111QR5WI,"['restaurant', 'food', 'point_of_interest', 'establishment']",21.0,{'open_now': True},restraunt,,
132,OPERATIONAL,"d-557 shop no, 1, Kamla Nagar Rd, near PNB Bank, Kaveri Kunj, Kamla Nagar, Agra, Uttar Pradesh 282005, India","{'location': {'lat': 27.2162306, 'lng': 78.02085319999999}, 'viewport': {'northeast': {'lat': 27.21755097989272, 'lng': 78.02220127989271}, 'southwest': {'lat': 27.21485132010728, 'lng': 78.01950162010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e569530bfa353662eaedc7f8ecba7ab773a8fb3e,The MasterChef Restaurant,,"[{'height': 816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116820349878561341441"">A Google User</a>'], 'photo_reference': 'CmRaAAAADNsvGiBDtmDNADTIm2I0nohen9HGk7OcdzkK6rFd8zDq8LT5XLFWhyJ4t7ydj8DOlj_7o0FuezV6AC0scQhY5VG0gQuwE6HOb8Q_yK2lzSf4iyVAnxLIiS3a2QXjqUSBEhAhncouLvMhpEXBDUHBXXhZGhTM-tyjXVRVXsF5XX06jG_4NpnG0Q', 'width': 1232}]",ChIJAfI5mcpxdDkRWjcqTNB-Oag,"{'compound_code': '628C+F8 Kamla Nagar, Agra, Uttar Pradesh', 'global_code': '7JVW628C+F8'}",3.9,ChIJAfI5mcpxdDkRWjcqTNB-Oag,"['restaurant', 'food', 'point_of_interest', 'establishment']",111.0,{'open_now': True},restraunt,,
133,OPERATIONAL,"Cross Road Mall, 11, Sikandra-Bodla Rd, Agra, Uttar Pradesh 282007, India","{'location': {'lat': 27.205681, 'lng': 77.953887}, 'viewport': {'northeast': {'lat': 27.20696917989272, 'lng': 77.95489627989272}, 'southwest': {'lat': 27.20426952010727, 'lng': 77.95219662010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,622c5ca4d073ee7d5b7d0606c356a861058c4813,Jail House,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108915278675302023550"">salman khan</a>'], 'photo_reference': 'CmRaAAAAkc1LH5L1n_u5_nlTcu77lUBuKzNsm6OGsaxoZ1MEVqixfebNrPI2kPZBHWjtYDNqSr6YDJ258LZ88yWb52BOn7U0ul3vRbHgjXtLiBw3tjFr5ISf4yIFYAz3cYAcz7msEhDstoBx5HqZ3ckeeAdfd8ukGhSot9o_jAA2EJ44z4e9sTc3dqeLXA', 'width': 4160}]",ChIJB4P3p413dDkRYL_gzpYIYds,"{'compound_code': '6X43+7H Agra, Uttar Pradesh', 'global_code': '7JVV6X43+7H'}",3.9,ChIJB4P3p413dDkRYL_gzpYIYds,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",952.0,{'open_now': True},restraunt,,
134,OPERATIONAL,"18/160C/5, Fatehabad Rd, Near Kailash Cinema, Purani Mandi, Tajganj, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.1639778, 'lng': 78.0382111}, 'viewport': {'northeast': {'lat': 27.16536367989272, 'lng': 78.03964007989272}, 'southwest': {'lat': 27.16266402010728, 'lng': 78.03694042010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,716216232792f3bcb568ad23d66c38b98bce8efe,"Udupi Sri Krishna Bhavana Restaurant, Udupi Restaurant",,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113468375715998010080"">Alokesh Bagchi</a>'], 'photo_reference': 'CmRaAAAAwTJIgipFryGGX2IVLqiAsrcp96IgHD0MlPBKntmcl59rmlGgDFUhIuAHGsr11lVFKFyUl5Msewhhh8aSnjc_rTdS2jXqrm1oo_l94XXENebIknIL0tX3t5boVNx14noTEhC2bVKEdIKc2uB6si1nhsFvGhQ4ZJbtEkvkPa4chx7QPMW6xzNpcw', 'width': 4032}]",ChIJM_6RyTxxdDkRrjSj9ej0zTU,"{'compound_code': '527Q+H7 Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW527Q+H7'}",4.0,ChIJM_6RyTxxdDkRrjSj9ej0zTU,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",228.0,{'open_now': True},restraunt,2.0,
135,OPERATIONAL,"116, Behind, Saudagar Lines Rd, Sadar Bazar, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.1587962, 'lng': 78.01109629999999}, 'viewport': {'northeast': {'lat': 27.16037052989272, 'lng': 78.01249162989272}, 'southwest': {'lat': 27.15767087010727, 'lng': 78.00979197010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8bc3c2752c7983e9f29b6187c9f3dbd0dfd7c328,Om Bhojnalay,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101444017772478138363"">Nitin Srivastav</a>'], 'photo_reference': 'CmRaAAAANqzsdxhOYay8qtIdlkCB1KoMrx7V2zfhXys3hAFh4Xkb4lXH87aw52ZV4ubJ8rna_yYYPlYMMZbGdNhE_Fzgxj2Af0N8DwLDnvL-5haotkWqB8wQzLvIsuoYK2vmdy54EhAokUITnRwWi5WH-E75-R_UGhRfPgLOQkokA3dZiC9OLXNx-p4M0w', 'width': 3456}]",ChIJicM9_c52dDkRE5_1xmZubqc,"{'compound_code': '5256+GC Agra, Uttar Pradesh', 'global_code': '7JVW5256+GC'}",4.0,ChIJicM9_c52dDkRE5_1xmZubqc,"['restaurant', 'food', 'point_of_interest', 'establishment']",149.0,{'open_now': True},restraunt,2.0,
136,OPERATIONAL,"33/3G, Wazirpura Rd, opposite LIC Building, Sanjay Palace, Sanjay Place, Civil Lines, Agra, Uttar Pradesh 282002, India","{'location': {'lat': 27.2014727, 'lng': 78.0052877}, 'viewport': {'northeast': {'lat': 27.20282372989272, 'lng': 78.00663422989273}, 'southwest': {'lat': 27.20012407010727, 'lng': 78.00393457010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,d86de378931b5378ddb3f6e38429f7ee804510a4,Chopstix,,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107278245816253091967"">Gaurav Singh</a>'], 'photo_reference': 'CmRaAAAAofct9GmJ0CXGlT9miUP2UZRUb4zsn7PQiMy2riVozRdXtgBh6KcJj-BO07pSB-TGb8_HBe_9W1JiftULM1SMrXYkKmHm3INioS1bWaWUp8e_HQWbbwLxzwMrIE6yDIEHEhBsQFdXS6vOr42KDR4m4bBvGhTDLov7CNI5a4SEreqGKvhHvU1qGg', 'width': 4096}]",ChIJn_qrYkZ3dDkR-KSoP6ZuuEQ,"{'compound_code': '6224+H4 Civil Lines, Agra, Uttar Pradesh', 'global_code': '7JVW6224+H4'}",4.0,ChIJn_qrYkZ3dDkR-KSoP6ZuuEQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",79.0,{'open_now': True},restraunt,,
137,OPERATIONAL,"Jama masjid, Subash Bazar, Kinari Bazar, Hing ki Mandi, Mantola, Agra, Uttar Pradesh 282003, India","{'location': {'lat': 27.1820725, 'lng': 78.0164309}, 'viewport': {'northeast': {'lat': 27.18346782989272, 'lng': 78.01796452989272}, 'southwest': {'lat': 27.18076817010728, 'lng': 78.01526487010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,5045e712769ebfe7d6a9fdfd881c7f0f70be409d,Subhan Allah hotel,,"[{'height': 697, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101534168300932956820"">Rakesh Singh</a>'], 'photo_reference': 'CmRaAAAAGwgosM-jOpNCcpBDkZ0K8efDWviVXpg_6tUD9Q8Irf1AtiWj4pOSrbpXHumAnrrcQKsuVSRS0iBmo_BkLlmi3n3j6H9ali0lFe9atSqfPTi1yK0PH2XBZS900ZaJk4fiEhBTJhneB39R-3N0xZfChcCJGhQoEevaewUqp4c4SQvn1DvX7IdGQw', 'width': 1024}]",ChIJ6fgJWix3dDkR41AwpoTlMkE,"{'compound_code': '52J8+RH Agra, Uttar Pradesh', 'global_code': '7JVW52J8+RH'}",4.2,ChIJ6fgJWix3dDkR41AwpoTlMkE,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",781.0,,synagogue,,
138,CLOSED_TEMPORARILY,"51, 10-D, Kheria Rd, Tiraha Kheria, Dashrath Kunj - B, Jodha Bai ka Rauza, Arjun Nagar, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.1697787, 'lng': 77.9831298}, 'viewport': {'northeast': {'lat': 27.17115332989273, 'lng': 77.9844427298927}, 'southwest': {'lat': 27.16845367010728, 'lng': 77.98174307010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,13dbb74b1d8a9450ea28dd0961b0ebd5946025ad,Sant Nirankari Satsang Bhawan,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100635928527016523354"">prashant singh</a>'], 'photo_reference': 'CmRaAAAANf-X2-wQcxo6E4MW0HnBSd3ApnWzd-bKWnPJASubsMGqeil4BxZgOEp0TCbU1tzeGxB2aNqkKjYxjJnA5OrxxHVgAqVr9paDnUsjTdFuQTt-R24OfumDwPhf3gepcMzLEhC321uHjMBF7L5u-G_yz-ecGhSlsiUsePUi-ZTuLv5MOftdW81EYA', 'width': 4160}]",ChIJ8VxdDf12dDkRp23k-MMIi8Y,"{'compound_code': '5X9M+W7 Arjun Nagar, Agra, Uttar Pradesh', 'global_code': '7JVV5X9M+W7'}",4.0,ChIJ8VxdDf12dDkRp23k-MMIi8Y,"['place_of_worship', 'point_of_interest', 'establishment']",188.0,,synagogue,,
139,OPERATIONAL,"2, Humayun Rd, opp. Junior Model School, Sujan Sing Park North, Sujan Singh Park, New Delhi, Delhi 110003, India","{'location': {'lat': 28.6035878, 'lng': 77.2258626}, 'viewport': {'northeast': {'lat': 28.60505377989272, 'lng': 77.22728277989273}, 'southwest': {'lat': 28.60235412010728, 'lng': 77.22458312010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_jewish-71.png,3b6384a5dcbf2dac2e3f10308e93988da52a5676,Judah Hyam Synagogue,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114761787954595186200"">Danny Benjamin</a>'], 'photo_reference': 'CmRaAAAAwIONE7YuG-UauWeVcVJD4_gc_XHJ1qmqll1VfjuP7BHPVUYMvXxMzFl5uCecClpN6JHi7p70mqCTk51U4BdTqytxMQVmPaQ-7TZB10K99xsUPb34UvrXkc5VnY98kQe2EhDsa7DB6U9ikN2Ao1504N-dGhR7bLJSmgDkMqj7tDRfd--1J9A12w', 'width': 3000}]",ChIJTdoqwMLiDDkRkq0KjXsj1iE,"{'compound_code': 'J63G+C8 New Delhi, Delhi', 'global_code': '7JWVJ63G+C8'}",4.6,ChIJTdoqwMLiDDkRkq0KjXsj1iE,"['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']",39.0,{'open_now': False},synagogue,,
140,CLOSED_TEMPORARILY,"Agra Fort, Rakabganj, Agra, Uttar Pradesh 282003, India","{'location': {'lat': 27.1795328, 'lng': 78.021112}, 'viewport': {'northeast': {'lat': 27.18445439999999, 'lng': 78.02360124999998}, 'southwest': {'lat': 27.1729168, 'lng': 78.01570785000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,423d20a58e96579125042d5319e6f60e6bd93c40,Agra Fort,True,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111599710978603117365"">Phil</a>'], 'photo_reference': 'CmRaAAAAmwksd9qOxFh0TevCIcirPyKMo6_dQKg9Ae8c1Ao9Y5bVcSGQYZ7J2iAmpc7K5n_uB3AdAE88Whp8ovwCKCnBFLLDitLRUkaUg8OcrTkeAl1xXzuq19kH1QZinAPUd7YvEhBqw8J00GuVxCSaTX5BV9BKGhSxP9cWKv2kJ4dx82fkur-P-Ve1FQ', 'width': 4000}]",ChIJ6zs0kdRwdDkRdpUClMxcCmQ,"{'compound_code': '52HC+RC Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52HC+RC'}",4.5,ChIJ6zs0kdRwdDkRdpUClMxcCmQ,"['tourist_attraction', 'point_of_interest', 'establishment']",74798.0,,synagogue,,
