,business_status,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,tag,price_level
58,OPERATIONAL,"1, Butler Rd, Railway Colony, Tis Hazari, New Delhi, Delhi 110054, India","{'location': {'lat': 28.6669338, 'lng': 77.212259}, 'viewport': {'northeast': {'lat': 28.66823787989272, 'lng': 77.21370962989272}, 'southwest': {'lat': 28.66553822010728, 'lng': 77.21100997010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,7cb1300edf2a74dd7e24d24571a33a6ded0c8d7f,Christ Methodist Church,,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105188381470332303700"">aatish dutt</a>'], 'photo_reference': 'CmRaAAAAUQSs1dLK3dibip12bByt0tEHqedhXlUwraouwFPmlRppMJH3Bf09jbFQgTo64KNscBGLYHwBIRaRTvMwmd5kC1XDAU2rTm84Xxeqq36PRCjr6BSq-l4OYQNRlD1aOWceEhDggWC9xQy6xQWvHCTYF-MSGhSUgeeeYoBIQKr_UJloMt1h5ExRRw', 'width': 1536}]",ChIJvUVb2HX9DDkRrrm8iUX67xM,"{'compound_code': 'M686+QW Tis Hazari, New Delhi, Delhi', 'global_code': '7JWVM686+QW'}",4.5,ChIJvUVb2HX9DDkRrrm8iUX67xM,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",151.0,,church,
59,CLOSED_TEMPORARILY,"A-4, DDA Flats,, Kalkaji DDA Flats,, New Delhi, Delhi 110019, India","{'location': {'lat': 28.5307748, 'lng': 77.2584663}, 'viewport': {'northeast': {'lat': 28.53210597989272, 'lng': 77.25987242989274}, 'southwest': {'lat': 28.52940632010728, 'lng': 77.25717277010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,86b47e7c24f8f01c7f379e00eab40fbcc776858e,Carmel Community Church,,,ChIJq6qqXmThDDkRDNYRfPNEoK0,"{'compound_code': 'G7J5+89 New Delhi, Delhi', 'global_code': '7JWVG7J5+89'}",4.1,ChIJq6qqXmThDDkRDNYRfPNEoK0,"['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",132.0,True,church,
60,CLOSED_TEMPORARILY,"Noida Mor, Pandav Nagar, New Delhi, Delhi 110092, India","{'location': {'lat': 28.6126735, 'lng': 77.2772619}, 'viewport': {'northeast': {'lat': 28.61701029999999, 'lng': 77.279216}, 'southwest': {'lat': 28.6112279, 'lng': 77.2741928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,3e6e6ce0fcf6f4bc49e646ee71e278aa44342a49,Akshardham,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106431670053147443169"">Sanjay Singh</a>'], 'photo_reference': 'CmRaAAAATF-AFLshP72VqnrHclD-k1n5mbYMroONX6WPxD6sEIOLqoY4J2eNR0fbj7D6cX7IeOhSvZbAB7owoTxFO4OstZdJxZ7f__KmAcieunyJOPV_jilkvz02u11IzXMl4oJTEhDjr23raXmPX7djcRpDTV6tGhRSchMyBBMAoxgHgmW2Xi5V9o3GOw', 'width': 1280}]",ChIJ-7F1mVvjDDkRKrLzXiafoGk,"{'compound_code': 'J77G+3W New Delhi, Delhi', 'global_code': '7JWVJ77G+3W'}",4.7,ChIJ-7F1mVvjDDkRKrLzXiafoGk,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",26362.0,True,hindu_temple,
61,OPERATIONAL,"Mandir Marg, near Gole Market, Gole Market, New Delhi, Delhi 110001, India","{'location': {'lat': 28.6326666, 'lng': 77.19899629999999}, 'viewport': {'northeast': {'lat': 28.63393937989272, 'lng': 77.20048212989272}, 'southwest': {'lat': 28.63123972010727, 'lng': 77.19778247010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,21a21ccdb38a1b1cad18cd8d36a9ee1605646859,Sri Laxmi Narayan Mandir,,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117419660027908126118"">Suparna Malik</a>'], 'photo_reference': 'CmRaAAAAbLg9eGxnYF57LIr2qLuhcM6hHijWV1ahuPpuC8JeGRaCc2xTs8mEpfk1_2SrvlwxeEdYdVaZq8JmeTZWcu8LYxHE6UD0Ahmym_PNBnthebQ-n6i80byQtoLS0PZAQKl5EhC684mamz0ECUTpglGlLlfnGhRvhImQLMsc57JK_OxHw0lAa4RyuA', 'width': 2592}]",ChIJFdt-qrr8DDkRbn-qUmvHLS0,"{'compound_code': 'J5MX+3H New Delhi, Delhi', 'global_code': '7JWVJ5MX+3H'}",4.6,ChIJFdt-qrr8DDkRbn-qUmvHLS0,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",7414.0,,hindu_temple,
62,CLOSED_TEMPORARILY,"Iskcon Temple Rd, Sant Nagar, East of Kailash, New Delhi, Delhi 110065, India","{'location': {'lat': 28.5561132, 'lng': 77.25383060000001}, 'viewport': {'northeast': {'lat': 28.55746492989272, 'lng': 77.25519587989272}, 'southwest': {'lat': 28.55476527010727, 'lng': 77.25249622010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,a1f74e1528229b496d7a7760771f543b58c80c96,"ISKCON Temple Delhi-Glory Of India & Vedic Cultural Centre, New Delhi",,"[{'height': 381, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107510564118576788586"">A Google User</a>'], 'photo_reference': 'CmRaAAAAp94Uez0CSYIxMHqErKLiNijJ_4wyV3BykWuGs7ypm7Sd8wu97HhxVQu2PeqCtP1hIKOudq2uEFwouCSxM2RcGuBqgy1c0D6-ENAoe5cdQJbsOd3BEf3_fJGe1XJo0iGbEhBYhSsYfqlZ8-0Jz4Qs3cbiGhTij2WkW44sbIuXyxaVSz4uaUdqCg', 'width': 679}]",ChIJn-cqslTiDDkRvx76S8NxV_I,"{'compound_code': 'H743+CG East of Kailash, New Delhi, Delhi', 'global_code': '7JWVH743+CG'}",4.6,ChIJn-cqslTiDDkRvx76S8NxV_I,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",15811.0,True,hindu_temple,
63,OPERATIONAL,"Metro Station, Near, Ma Anandmayee Marg, NSIC Estate, Block 9, Kalkaji, New Delhi, Delhi 110019, India","{'location': {'lat': 28.549838, 'lng': 77.2607232}, 'viewport': {'northeast': {'lat': 28.55122542989272, 'lng': 77.26197997989273}, 'southwest': {'lat': 28.54852577010728, 'lng': 77.2592803201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,8659094ba81219cccfba9f76ae787b90dc390eeb,Shri Kalka Ji Temple,{'open_now': True},"[{'height': 891, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103771055695140661555"">sing star</a>'], 'photo_reference': 'CmRaAAAASBNMUq3rVa-mEb6zygiweEUlPb8JxbnnQkK9Y6undsT8lUJQWzQOlus-kxHaVqY3kqyAR-8O4kjnB0XDG4bkWmJIOtAgjB62lOE53DrYVcyxCB_FuspRC06-jkq3s27oEhDLG-6oeLYiIjBp0Bp5A30WGhRqNY5oTTAmjhNzuIi7InUDOvmWxQ', 'width': 719}]",ChIJm9cr_sLjDDkRZ3dBQmMVr5U,"{'compound_code': 'G7X6+W7 Kalkaji, New Delhi, Delhi', 'global_code': '7JWVG7X6+W7'}",4.6,ChIJm9cr_sLjDDkRZ3dBQmMVr5U,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",22337.0,,hindu_temple,
64,CLOSED_TEMPORARILY,"Block A, Mangolpuri S Block, Delhi, 110083, India","{'location': {'lat': 28.6926321, 'lng': 77.0945256}, 'viewport': {'northeast': {'lat': 28.69401847989273, 'lng': 77.09587647989272}, 'southwest': {'lat': 28.69131882010728, 'lng': 77.09317682010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,9517421520b9045e90d474f8b0cd5bd9205109b2,A block Hanuman Mandir Mangolpuri,,,ChIJ5w6cZQAFDTkRoBzFzqtMSD8,"{'compound_code': 'M3VV+3R Mangolpuri S Block, New Delhi, Delhi', 'global_code': '7JWVM3VV+3R'}",5.0,ChIJ5w6cZQAFDTkRoBzFzqtMSD8,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1.0,True,hindu_temple,
65,OPERATIONAL,"Main Chhatarpur Rd, Block A1, Dr Ambedkar Colony, Chhatarpur, New Delhi, Delhi 110074, India","{'location': {'lat': 28.50225, 'lng': 77.18124399999999}, 'viewport': {'northeast': {'lat': 28.50365712989272, 'lng': 77.18261207989272}, 'southwest': {'lat': 28.50095747010728, 'lng': 77.17991242010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,c06b4bfec9f0358e0483bbe4731c09a99fe6a2d2,Shree Adya Katyayani Shaktipeeth Mandir,{'open_now': True},"[{'height': 3008, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104318283389519490481"">VISHAL V_log</a>'], 'photo_reference': 'CmRaAAAA8yf_8QBBPFo9wj2LnpVPdptu_yWTuB335vkGVmdgmg75HYN54L7xQRuN5KUrKH9DaK4x-VM1hcvt3pEUu6p5wgZaAsJhGh_CLJMc-Fie-qMtMA0ngpW2GfSGnPZe8_iWEhCXbDJM9Owg6nGDTFW0uRndGhT2r5y2rVm8wnoz-rQcM8paOyrF4w', 'width': 4592}]",ChIJodtQtT0eDTkRqABsQH_R5FY,"{'compound_code': 'G52J+WF New Delhi, Delhi', 'global_code': '7JWVG52J+WF'}",4.6,ChIJodtQtT0eDTkRqABsQH_R5FY,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",12869.0,,hindu_temple,
66,CLOSED_TEMPORARILY,"near community hall P-2, Sultanpuri, 110086, India","{'location': {'lat': 28.7031004, 'lng': 77.08330149999999}, 'viewport': {'northeast': {'lat': 28.70445932989272, 'lng': 77.08465497989273}, 'southwest': {'lat': 28.70175967010728, 'lng': 77.0819553201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,0bbb242b51944a25c81c584f4c20d12499c200ec,Hanuman Mandir,,,ChIJj-swgBgHDTkRTDz5ObujLxM,"{'compound_code': 'P33M+68 Sultanpuri, New Delhi, Delhi', 'global_code': '7JWVP33M+68'}",5.0,ChIJj-swgBgHDTkRTDz5ObujLxM,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1.0,True,hindu_temple,
67,CLOSED_TEMPORARILY,"Block K, Budh Vihar Phase I, Budh Vihar, Delhi, 110086, India","{'location': {'lat': 28.7099538, 'lng': 77.0883399}, 'viewport': {'northeast': {'lat': 28.71126957989272, 'lng': 77.08968942989272}, 'southwest': {'lat': 28.70856992010727, 'lng': 77.08698977010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,f3c7e14ec6c5c236787ea4f798618c71521ce5ca,Anandpur mandir,,,ChIJRai9taUGDTkR-m8KzDZ6wE4,"{'compound_code': 'P35Q+X8 Budh Vihar, Delhi', 'global_code': '7JWVP35Q+X8'}",4.1,ChIJRai9taUGDTkR-m8KzDZ6wE4,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",9.0,True,hindu_temple,
68,CLOSED_TEMPORARILY,"HL Parwana Rd, Parvana Vihar, Pocket 53, Sector 9, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7204492, 'lng': 77.12229169999999}, 'viewport': {'northeast': {'lat': 28.72183587989272, 'lng': 77.12358802989272}, 'southwest': {'lat': 28.71913622010728, 'lng': 77.12088837010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,cd858df2866f222097019231e13346f3ad2af392,Hindu Temple,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103087610927501295288"">Rajneesh Vohra</a>'], 'photo_reference': 'CmRaAAAAuLKGdNmLILyrxw-17Zd0bU21Qyt9ab29Wyf5ypsPj2ds8k-pAg8kWF8ES0KDxDnQhpZ5X8EcfgHmE1fePmpgw24Zk497LJYle667D6jqV14oJxv16danyc27jqoMkIRFEhD4PBeozA7zzT5bWJfdECvRGhRdhn673vNNy_9Zq9augFHZVBIrGA', 'width': 3456}]",ChIJwad6qUMBDTkRVJp8c6OuWmc,"{'compound_code': 'P4CC+5W Rohini, New Delhi, Delhi', 'global_code': '7JWVP4CC+5W'}",5.0,ChIJwad6qUMBDTkRVJp8c6OuWmc,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1.0,True,hindu_temple,
69,CLOSED_TEMPORARILY,"mcd staff Quarters, Model Town, New Delhi, Delhi, India","{'location': {'lat': 28.7050871, 'lng': 77.1001525}, 'viewport': {'northeast': {'lat': 28.70649277989273, 'lng': 77.10142127989272}, 'southwest': {'lat': 28.70379312010729, 'lng': 77.09872162010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,83ac250f734ee4d5dd0a63c28b5da2b58255252c,Gauri Sankar Mandir,,,ChIJw0Vy-_4BDTkRvUB2wfXZMmc,"{'compound_code': 'P442+23 New Delhi, Delhi', 'global_code': '7JWVP442+23'}",5.0,ChIJw0Vy-_4BDTkRvUB2wfXZMmc,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1.0,True,hindu_temple,
70,CLOSED_TEMPORARILY,"G28-62, Pocket 28, Sector 3G, Rohini, Delhi, 110085, India","{'location': {'lat': 28.704425, 'lng': 77.10526}, 'viewport': {'northeast': {'lat': 28.70576467989272, 'lng': 77.10662292989274}, 'southwest': {'lat': 28.70306502010727, 'lng': 77.10392327010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,916d525233a93437658d564143975cd3ec610e31,Sai shiv mandir,,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117859686368646652237"">Puneet Batra</a>'], 'photo_reference': 'CmRaAAAAzU9j-DmXO2SBW_J49Mn8P8_juRHgZiPa33anWb8KmOwXP9o-OEI49O_KUdkw5Bfb57OvUrwikshRYWMzV2c6tLwlPr3-ALFkWaQRqmaPBdSrvBwbXtdi8yk41NciRdOjEhC35LLdiTELw_uGrfyGXsSsGhQIxerSH61FeHj7pOVk1ARGNnX8uQ', 'width': 3328}]",ChIJq9g5nhgBDTkRu9j0m4uVA5g,"{'compound_code': 'P434+Q4 Rohini, New Delhi, Delhi', 'global_code': '7JWVP434+Q4'}",1.0,ChIJq9g5nhgBDTkRu9j0m4uVA5g,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",2.0,True,hindu_temple,
71,CLOSED_TEMPORARILY,"Block M, Mangolpuri S Block, New Delhi, Delhi 110083, India","{'location': {'lat': 28.696054, 'lng': 77.089466}, 'viewport': {'northeast': {'lat': 28.69737302989273, 'lng': 77.09081497989271}, 'southwest': {'lat': 28.69467337010728, 'lng': 77.08811532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,56ed054127ef4a9a7685d1dec936372b73e84e22,Shiv Shakti Mandir,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115864138445801832788"">Amit Kumar</a>'], 'photo_reference': 'CmRaAAAAcLkp-EMxSN0v68B84In4pZo12pBt9YmlfEp3BJg22XA7j8ew1s70ZRrul_otL0XED1D0Im4u8ix29TiOUXMS8cvb5NWiF_UXaj0AaMZTO05wxpCkbFKvbcAs8V-08c4uEhDeJUBG14Mp23ZcPKY4liQQGhTXwN64lY37bPrqL_Pfmt_FoUgyKw', 'width': 4160}]",ChIJbWPuaRsEDTkRegvcLzO3VuM,"{'compound_code': 'M3WQ+CQ Mangolpuri S Block, New Delhi, Delhi', 'global_code': '7JWVM3WQ+CQ'}",3.5,ChIJbWPuaRsEDTkRegvcLzO3VuM,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",6.0,True,hindu_temple,
72,CLOSED_TEMPORARILY,"E- 1/ 74, Rithala Road, Sector 11E, Rohini Pocket E, 110085, Pocket 1, Sector 11, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7336384, 'lng': 77.1134089}, 'viewport': {'northeast': {'lat': 28.73504902989272, 'lng': 77.11466977989272}, 'southwest': {'lat': 28.73234937010728, 'lng': 77.11197012010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,9e001089129869b86919bd542501cce167f17ec5,Shiv Mandir,,,ChIJEXPvUjcBDTkRafwSb340PT0,"{'compound_code': 'P4M7+F9 Rohini, New Delhi, Delhi', 'global_code': '7JWVP4M7+F9'}",4.6,ChIJEXPvUjcBDTkRafwSb340PT0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",7.0,True,hindu_temple,
73,CLOSED_TEMPORARILY,"Unnamed Road, Budh Vihar Phase I, Budh Vihar, Delhi, 110086, India","{'location': {'lat': 28.7055496, 'lng': 77.0885921}, 'viewport': {'northeast': {'lat': 28.70684067989272, 'lng': 77.08989252989272}, 'southwest': {'lat': 28.70414102010728, 'lng': 77.08719287010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,2cebfe33b4f2175b0b5b56038de726652f06b821,Shahi Mandir,,,ChIJ8YqWPU4HDTkR3gPbXgNeCMQ,"{'compound_code': 'P34Q+6C Budh Vihar, Delhi', 'global_code': '7JWVP34Q+6C'}",0.0,ChIJ8YqWPU4HDTkR3gPbXgNeCMQ,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0.0,True,hindu_temple,
74,OPERATIONAL,"Palam Marg, Sector 7, Rama Krishna Puram, New Delhi, Delhi 110022, India","{'location': {'lat': 28.5676481, 'lng': 77.16581819999999}, 'viewport': {'northeast': {'lat': 28.56888807989272, 'lng': 77.16698002989271}, 'southwest': {'lat': 28.56618842010727, 'lng': 77.16428037010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,04e9c940a3c07b312783647c4306316a589bb689,Uttara Swamimalai Mandir R K Puram,{'open_now': True},"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109402659100519013662"">`UTTARA SWAMIMALAI</a>'], 'photo_reference': 'CmRaAAAAt9jU6zzGkXnPd7cU1J8MU3xXOGZJmcYtKvt4OIAsk7DG4XP5fdlrTSspVTSHhYWSSvjtf6NZMs6INSi8MqoWsvXjxBsP8Om0tJkSKhHr_qrdaYPRNZhk0-ANAlrrEXzxEhCURZGCuJHzZTqNgUVq_A1MGhS3emZS4tJs-37sz-KzOzB-u6z07Q', 'width': 1024}]",ChIJZQksTaEdDTkRxHLEuOsjkDI,"{'compound_code': 'H598+38 Rama Krishna Puram, New Delhi, Delhi', 'global_code': '7JWVH598+38'}",4.7,ChIJZQksTaEdDTkRxHLEuOsjkDI,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",3790.0,,hindu_temple,
75,CLOSED_TEMPORARILY,"Sultanpuri, New Delhi, Delhi 110086, India","{'location': {'lat': 28.6951404, 'lng': 77.07702309999999}, 'viewport': {'northeast': {'lat': 28.69650582989273, 'lng': 77.07837977989273}, 'southwest': {'lat': 28.69380617010728, 'lng': 77.07568012010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,650e4f8b10ae9c5fee523402d450d74d88207528,shiv Mandir,,,ChIJPXDhMSIEDTkR7CtnEEkbfNE,"{'compound_code': 'M3WG+3R Sultanpuri, New Delhi, Delhi', 'global_code': '7JWVM3WG+3R'}",5.0,ChIJPXDhMSIEDTkR7CtnEEkbfNE,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",2.0,True,hindu_temple,
76,CLOSED_TEMPORARILY,"A 6 Block, Paschim Vihar, New Delhi, Delhi 110063, India","{'location': {'lat': 28.6736875, 'lng': 77.10511389999999}, 'viewport': {'northeast': {'lat': 28.67502682989272, 'lng': 77.10652757989271}, 'southwest': {'lat': 28.67232717010728, 'lng': 77.10382792010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,0a58bf488182a656ff0bcf4e8378e71eaf598875,Shiv Mandir,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100209707625436329370"">Yogesh Kumar</a>'], 'photo_reference': 'CmRaAAAA-k0aRJoyVHou7F1wmuuum9fi7LpTplhvlSnsvj0URosPbRIIkou9NSWOyD0AgmRO6xeXvawy60-XcyrAbVsIRt52OsRNckv6_UQAepue1dHI5YvvFMc2zNPARwCMBVo8EhAfLEak7HjIDlSBqkthWCZlGhT3JtGEpbhC8KypUw-HyqQp7UTVBQ', 'width': 3120}]",ChIJy894O7sDDTkR0pC0nVuZ9cY,"{'compound_code': 'M4F4+F2 Paschim Vihar, New Delhi, Delhi', 'global_code': '7JWVM4F4+F2'}",4.0,ChIJy894O7sDDTkR0pC0nVuZ9cY,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",10.0,True,hindu_temple,
77,CLOSED_TEMPORARILY,"house no 291, Block C, Avantika, Sector 1, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7035387, 'lng': 77.0986376}, 'viewport': {'northeast': {'lat': 28.70489962989272, 'lng': 77.09996752989272}, 'southwest': {'lat': 28.70219997010728, 'lng': 77.09726787010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,a1e4969696c05d700acb5cedd5a41558506c96a1,Nr Durga Mata Mandir,,,ChIJ34wSrnkFDTkRZba-y03CyG0,"{'compound_code': 'P33X+CF Rohini, New Delhi, Delhi', 'global_code': '7JWVP33X+CF'}",5.0,ChIJ34wSrnkFDTkRZba-y03CyG0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1.0,True,hindu_temple,
78,CLOSED_TEMPORARILY,"21, Jagdish Chandra Marg, Azad Pur, Gujarat Vihar, Swasthya Vihar, Delhi, 110092, India","{'location': {'lat': 28.6429241, 'lng': 77.2897404}, 'viewport': {'northeast': {'lat': 28.64437392989272, 'lng': 77.29110312989272}, 'southwest': {'lat': 28.64167427010727, 'lng': 77.28840347010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,fce2bfe9ce628d6fdf65a72bbd97bfafd5ef6312,Shree Swaminarayan Mandir New Delhi,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106793864131564266865"">Kalpesh pandya</a>'], 'photo_reference': 'CmRaAAAAv13k9XX-LCYhpPoRSzTLMprLiezGWk66Hc7mF-AbDOU37KasC2eH2bNjGI7Away-bkrIXhqliubv2yISO0e4aC7YJS_jvOLxANO_NCHO7adhWV5gNbgOcHmx0I6ToC8CEhDCuJI16G8w5cIUUd1BXeTFGhS98T_nUdFJjXis4bRMYEgMOkLNTg', 'width': 1440}]",ChIJL5wTyVn7DDkRLWgS3hDYS5Q,"{'compound_code': 'J7VQ+5V Swasthya Vihar, Delhi', 'global_code': '7JWVJ7VQ+5V'}",4.4,ChIJL5wTyVn7DDkRLWgS3hDYS5Q,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",43.0,True,hindu_temple,
79,CLOSED_TEMPORARILY,"Behind dispensary, Lodhi Colony, Sector 3, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7037235, 'lng': 77.1029375}, 'viewport': {'northeast': {'lat': 28.70511437989272, 'lng': 77.10432662989271}, 'southwest': {'lat': 28.70241472010727, 'lng': 77.10162697010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,080d22dd2ab2f349792e05920ee9af073b917156,Mandir,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107843880355950766922"">A Google User</a>'], 'photo_reference': 'CmRaAAAAlMeREaE5hd5qVGapP6gaovokJ_iHBczcLUHagp4AYnT0yQ2Xn77XUN0laOhofah-7UDYBrftzhNsTkH6o8L0TmoUBj6_sce9PATZK707I8PdzTQQQ9z4DaGXdcFjSi7oEhAboWqFDN80U5KUIG1kOGhpGhQYQQuT9X-pGMobka6MGZvQZzt-5A', 'width': 960}]",ChIJr66M-_8DDTkRLGtDzbNWpfo,"{'compound_code': 'P433+F5 Delhi', 'global_code': '7JWVP433+F5'}",3.2,ChIJr66M-_8DDTkRLGtDzbNWpfo,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",10.0,True,hindu_temple,
80,OPERATIONAL,"E 615, Greater Kailash-2, Block E, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048, India","{'location': {'lat': 28.541251, 'lng': 77.240566}, 'viewport': {'northeast': {'lat': 28.54265417989272, 'lng': 77.24188047989273}, 'southwest': {'lat': 28.53995452010728, 'lng': 77.23918082010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4dc2f54b5a110dc3a88bf484271550c110bdf909,Anara homes & Villas,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105419033239360399535"">jasvir singh</a>'], 'photo_reference': 'CmRaAAAAEhtgXS2C0YO1YoMu2DYUcEc_MyGFnEBxSE0DIUW55i_q-l3vsCr2cHFOKT-GT2rUzroa4ifYeKwFAVKu2qrCVYxmLNbRCx4ZvOC4UGPmiN8PWh4M7_J_qtaTBOdZUxkLEhDXgJ02FnXrs06TnlCo_6xHGhRRRJE33DW-UlGfnKuKxz9I-DdpPA', 'width': 3120}]",ChIJze0p5NfjDDkRVqLmUzimyJc,"{'compound_code': 'G6RR+G6 New Delhi, Delhi', 'global_code': '7JWVG6RR+G6'}",4.1,ChIJze0p5NfjDDkRVqLmUzimyJc,"['lodging', 'point_of_interest', 'establishment']",128.0,,lodging,
81,OPERATIONAL,"D-823, CV Raman Marg, Block D, New Friends Colony, New Delhi, Delhi 110025, India","{'location': {'lat': 28.5625609, 'lng': 77.27184729999999}, 'viewport': {'northeast': {'lat': 28.56392892989272, 'lng': 77.27323567989272}, 'southwest': {'lat': 28.56122927010728, 'lng': 77.27053602010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,ca79791e4ed8a4ec97d7bdaca10a3b0eb7298d9a,The ICON Hotel,{'open_now': True},"[{'height': 3916, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110977351462944755824"">A Google User</a>'], 'photo_reference': 'CmRaAAAAOR0rOvepu2MezBIqaR9qWVhFIuRktqVHrHMtz-XY2rDRihWKx8244mIf7RVrNRMOU975elQaXGvT4R6j4FtKl-VWOldHlnf2zfWR0Aj1IcMwQ4_XtTzhTm-4A05vDb3tEhAFM0HLarf2PA8mtwNAisb_GhQ01fwNWbbdIFS_ULUFW8V_5uGpZQ', 'width': 5868}]",ChIJ____v5HjDDkRxRZcU4LUFEQ,"{'compound_code': 'H77C+2P New Friends Colony, New Delhi, Delhi', 'global_code': '7JWVH77C+2P'}",4.4,ChIJ____v5HjDDkRxRZcU4LUFEQ,"['lodging', 'point_of_interest', 'establishment']",622.0,,lodging,
